GeneID 28cell1pro 28cell2pro 28cell3pro blastula2pro blastula3pro dlarv1pro dlarv2pro dlarv3pro gastrula1pro gastrula2pro gastrula3pro morula1pro morula2pro ovo1pro ovo2pro spat1pro spat2pro spat3pro troc1pro troc2pro
CGI_10017175 11 14 15 17 26 50 38 33 33 54 59 57 37 17 5 154 94 161 109 69
CGI_10017177 14 9 25 12 12 17 20 14 19 24 20 20 20 15 2 42 28 34 35 20
CGI_10017181 5 4 4 2 8 10 18 6 4 18 12 10 4 9 3 3 1 6 26 8
CGI_10017182 2 8 5 3 2 3 9 4 4 10 7 7 12 7 0 0 1 0 3 9
CGI_10017183 0 4 1 4 4 3 8 4 5 10 12 7 5 3 0 0 3 2 10 6
CGI_10017188 3 3 4 8 3 3 3 5 8 5 11 6 8 4 1 4 2 0 11 3
CGI_10017190 6 1 2 0 0 0 0 0 0 2 5 2 0 1 0 0 0 1 1 1
CGI_10017194 7 2 10 3 6 9 9 8 13 16 16 9 13 5 0 3 1 1 25 7
CGI_10017196 17 27 26 28 42 56 48 30 65 88 103 71 59 55 2 15 11 12 125 58
CGI_10017197 27 20 39 26 40 44 55 40 37 90 73 70 47 43 10 86 65 99 88 59
CGI_10017198 26 10 53 13 23 33 40 32 27 37 43 53 33 16 7 30 22 31 77 61
CGI_10017199 3 15 1 11 12 18 16 12 21 25 23 23 19 16 2 3 1 0 35 42
CGI_10017200 3 17 8 19 20 11 32 15 25 27 37 33 33 9 1 0 1 1 41 43
CGI_10017201 4 4 5 1 0 4 1 0 5 26 24 2 6 1 1 0 1 1 7 5
CGI_10017204 12 0 13 0 1 1 3 2 1 1 3 2 4 16 2 1 2 1 6 3
CGI_10017205 6 11 6 7 7 10 13 3 16 22 18 16 15 15 1 0 0 0 29 16
CGI_10017208 2 2 3 1 4 1 6 2 3 8 3 2 2 6 0 0 0 1 12 2
CGI_10017213 1 0 1 0 3 3 0 0 2 2 0 3 2 2 0 3 5 13 1 0
CGI_10017216 1 3 3 4 8 8 13 9 10 15 7 16 11 4 1 23 24 22 25 12
CGI_10017217 8 20 8 12 15 12 27 10 8 28 25 27 32 32 3 16 13 18 35 26
CGI_10017220 7 5 6 0 2 0 2 0 4 2 3 0 2 0 0 4 3 2 3 2
CGI_10017223 8 8 11 15 15 27 27 11 25 29 27 24 24 26 3 12 11 13 52 27
CGI_10017224 16 23 11 26 22 15 14 10 39 33 33 28 22 28 1 3 1 5 52 22
CGI_10017225 3 5 11 8 10 17 20 7 5 29 15 17 16 13 2 16 5 4 28 16
CGI_10017227 2 1 0 1 0 5 1 1 4 6 3 2 1 1 0 0 0 0 6 1
CGI_10017246 0 4 0 2 1 7 2 3 4 2 1 4 7 3 0 7 0 3 9 9
CGI_10017254 3 2 3 4 9 11 10 10 16 15 5 9 10 4 2 0 0 0 19 4
CGI_10017257 13 27 10 8 23 39 40 40 40 53 55 56 37 21 6 41 26 21 69 45
CGI_10017260 72 33 148 35 40 67 64 50 46 83 79 68 47 25 12 163 100 154 99 98
CGI_10017261 0 1 0 0 1 0 2 0 2 1 0 2 6 8 0 2 2 0 2 3
CGI_10017263 1 5 3 1 4 3 4 4 3 2 4 5 2 1 0 2 7 3 13 4
CGI_10017264 1 0 2 0 3 1 0 0 0 0 2 1 1 1 1 1 2 2 2 1
CGI_10017278 0 0 0 1 2 3 3 1 2 5 6 1 3 6 0 0 0 0 3 2
CGI_10017281 0 0 5 1 3 0 4 5 2 9 8 7 3 6 0 1 0 0 4 0
CGI_10017282 2 7 2 6 5 5 2 2 3 37 34 1 7 22 6 6 4 4 7 11
CGI_10017283 0 2 3 0 1 0 1 4 2 1 3 1 2 6 0 0 0 0 2 0
CGI_10017288 0 1 1 0 4 1 4 3 1 3 3 4 4 3 2 3 1 6 6 1
CGI_10017289 9 29 13 19 16 21 26 16 19 28 20 20 25 28 3 1 3 0 38 30
CGI_10017292 13 20 13 16 20 25 37 25 29 35 37 35 13 3 3 16 21 25 67 32
CGI_10017293 8 17 8 20 24 40 33 34 31 44 52 52 33 25 2 4 6 2 76 48
CGI_10017294 1 4 8 1 1 2 3 3 2 6 3 5 4 8 4 0 0 0 4 5
CGI_10017295 1 3 1 1 3 5 6 4 5 8 5 5 4 7 0 1 3 1 9 4
CGI_10017297 0 4 2 1 3 0 0 0 1 3 2 0 0 0 0 0 0 0 1 0
CGI_10017302 0 4 3 2 0 1 0 1 1 1 3 0 5 2 0 0 0 0 2 0
CGI_10017306 3 5 2 6 9 5 13 4 8 10 7 7 5 2 3 0 1 0 15 3
CGI_10017309 24 24 14 25 18 8 15 15 19 27 28 26 21 14 6 1 1 1 31 13
CGI_10017319 2 0 0 0 0 4 3 4 5 4 5 5 3 0 0 2 0 1 8 3
CGI_10017321 2 2 2 2 3 2 4 4 2 5 5 3 7 0 0 1 1 0 9 3
CGI_10017322 4 12 5 12 9 10 10 13 10 21 18 14 9 23 1 3 3 0 20 11
CGI_10017323 2 2 3 1 3 4 3 1 1 2 2 0 5 4 0 1 0 4 9 4
CGI_10017324 0 0 0 0 0 1 1 3 0 0 3 1 0 7 0 1 0 0 2 0
CGI_10017329 1 3 1 1 3 3 6 1 4 7 12 3 6 10 0 2 0 2 4 2
CGI_10017330 1 0 3 4 4 3 2 5 4 6 3 2 7 5 0 0 1 0 7 4
CGI_10017333 29 2 4 1 3 4 3 1 5 6 3 3 1 5 4 5 9 2 4 4
CGI_10017338 3 6 6 6 3 2 3 1 1 3 4 3 3 5 3 0 0 0 4 1
CGI_10017339 3 8 2 2 4 7 18 4 13 9 11 7 6 6 1 0 0 2 13 10
CGI_10017340 5 4 2 6 3 4 2 5 2 10 4 3 9 13 0 0 0 0 4 2
CGI_10017341 7 4 2 6 6 10 11 4 14 6 16 17 9 5 0 0 0 0 31 8
CGI_10017348 0 0 2 0 2 0 1 0 0 1 0 1 6 0 0 0 0 1 1 4
CGI_10017359 2 0 1 0 0 1 3 1 5 5 2 2 4 1 0 0 0 1 5 1
CGI_10017361 1 4 3 7 3 10 4 8 4 8 5 10 8 5 1 8 4 4 19 8
CGI_10017376 2 25 3 21 16 12 4 4 14 16 18 6 12 1 0 2 0 0 11 17
CGI_10017382 1 3 0 8 11 17 13 7 13 11 13 13 9 3 1 26 11 22 32 21
CGI_10017387 2 1 1 4 3 4 2 1 4 8 9 3 2 6 1 0 2 1 3 2
CGI_10017388 6 23 16 33 27 53 49 35 61 57 65 65 43 33 8 9 3 6 120 53
CGI_10017389 2 4 0 0 0 3 1 1 0 2 1 2 1 4 0 0 3 6 3 0
CGI_10017395 0 0 1 1 0 0 2 3 1 0 4 0 3 5 0 0 0 0 0 0
CGI_10017402 13 7 3 1 1 0 0 0 1 1 3 2 0 1 0 0 0 0 3 0
CGI_10017404 28 8 29 5 12 16 11 12 13 17 19 22 16 12 2 16 13 22 26 15
CGI_10017413 1 0 2 8 10 8 14 8 12 1 7 9 5 8 0 7 5 8 18 13
CGI_10017416 0 0 1 0 1 0 1 0 1 1 1 2 1 1 0 10 6 1 0 0
CGI_10017420 3 3 7 0 1 0 2 3 6 0 0 6 5 18 0 11 5 4 13 3
CGI_10017422 10 5 13 1 3 5 4 3 7 4 1 2 3 8 0 12 10 13 12 5
CGI_10017435 1 0 2 2 3 5 1 0 1 2 4 0 1 1 0 0 0 0 4 1
CGI_10017437 0 0 5 0 0 1 4 1 2 0 2 2 1 1 1 1 0 0 2 0
CGI_10017438 1 3 1 0 0 1 0 1 2 7 2 3 1 2 1 0 0 0 4 0
CGI_10017439 6 22 1 17 10 9 21 8 22 17 11 17 16 11 3 1 1 1 27 19
CGI_10017441 5 0 0 3 1 1 0 0 1 7 5 0 1 5 0 2 0 2 1 0
CGI_10017450 1 1 6 4 8 5 7 5 5 7 6 6 4 4 0 3 1 1 6 17
CGI_10017452 1 3 7 7 5 4 6 6 8 4 6 7 7 11 1 0 1 1 9 6
CGI_10017454 0 1 0 7 1 3 2 2 0 6 5 1 4 0 0 2 4 2 4 4
CGI_10017455 0 6 4 4 1 5 3 3 4 7 10 4 3 3 0 4 3 5 8 4
CGI_10017456 11 19 16 18 15 39 27 25 17 35 26 29 15 20 5 10 12 17 63 32
CGI_10017461 14 26 22 25 18 40 45 15 41 68 59 47 38 31 0 10 8 4 110 57
CGI_10017462 0 1 2 1 2 5 2 2 0 4 4 2 4 0 0 0 1 1 3 1
CGI_10017466 6 0 7 0 1 1 0 1 1 2 1 2 0 0 0 1 0 3 3 1
CGI_10017471 17 12 10 21 21 12 19 16 24 50 43 50 26 15 2 2 0 1 59 27
CGI_10017472 11 13 15 15 13 8 18 11 21 19 21 17 19 9 2 9 13 10 30 15
CGI_10017473 1 8 1 0 0 1 2 0 4 1 2 1 1 5 1 1 0 2 4 0
CGI_10017482 4 1 8 4 4 1 10 1 4 12 10 5 5 6 1 1 0 1 8 5
CGI_10017483 3 14 3 2 6 6 9 4 5 14 9 5 10 4 0 0 0 0 19 6
CGI_10017484 3 4 3 4 0 1 1 0 2 3 1 1 1 0 0 0 0 0 2 0
CGI_10017489 5 5 5 9 7 14 13 15 15 18 11 20 15 14 2 37 25 63 33 24
CGI_10017491 0 2 2 3 5 5 4 2 4 5 6 6 1 5 0 1 0 0 11 3
CGI_10017492 9 13 12 11 8 11 20 8 14 20 15 6 12 7 10 10 1 2 14 16
CGI_10017494 8 0 4 5 3 5 5 1 6 2 8 5 4 3 0 4 3 2 7 7
CGI_10017495 14 26 11 23 14 18 23 12 10 35 34 16 21 21 3 4 1 4 45 18
CGI_10017497 9 13 4 10 16 11 21 13 15 35 29 19 18 13 1 14 5 10 27 14
CGI_10017498 1 1 2 3 2 2 3 4 4 2 5 4 5 5 0 0 0 0 8 2
CGI_10017503 7 12 9 7 6 9 11 19 7 33 16 15 13 10 2 2 4 7 28 7
CGI_10017504 7 8 4 14 19 15 28 14 28 35 31 24 22 9 1 7 3 8 45 19
CGI_10017507 12 27 12 12 14 16 14 14 20 36 43 33 34 13 2 3 3 6 32 27
CGI_10017511 4 3 0 4 2 2 1 4 3 4 6 6 7 5 1 0 0 0 8 4
CGI_10017512 2 2 2 5 1 1 1 2 1 4 3 0 1 2 1 0 0 0 1 3
CGI_10017513 1 7 1 7 6 8 7 3 7 8 10 4 7 3 0 4 1 0 10 7
CGI_10017516 2 0 4 0 7 4 3 4 4 5 4 6 6 7 0 9 4 6 9 9
CGI_10017518 3 10 5 8 8 12 14 14 9 20 10 15 7 24 4 14 20 6 28 10
CGI_10017521 33 36 32 30 57 27 48 32 57 69 57 48 58 27 3 4 8 6 105 63
CGI_10017522 5 8 6 6 12 5 11 5 12 10 13 2 13 17 4 1 1 2 11 11
CGI_10017528 1 5 0 2 3 3 4 1 1 3 5 2 4 3 3 0 0 0 4 0
CGI_10017530 5 4 0 7 4 2 6 0 4 10 5 4 4 1 0 0 0 0 9 6
CGI_10017536 3 2 1 0 5 0 3 3 0 2 6 2 1 0 0 0 0 0 4 4
CGI_10017542 0 0 1 2 1 0 1 2 4 1 0 0 0 9 0 0 0 0 4 3
CGI_10017549 2 11 2 5 3 13 7 1 12 11 12 15 11 5 1 1 0 0 12 6
CGI_10017550 23 30 30 19 15 37 29 18 28 32 29 39 14 32 2 17 26 45 91 34
CGI_10017552 5 5 3 8 6 3 3 0 3 4 6 6 3 2 1 1 1 1 5 0
CGI_10017556 0 9 6 2 3 5 1 2 4 8 6 5 3 7 0 0 1 0 8 3
CGI_10017557 2 7 5 10 9 6 6 3 10 14 21 8 12 7 2 0 0 0 7 4
CGI_10017558 5 12 9 8 16 4 15 9 16 17 16 14 15 17 2 0 0 0 19 12
CGI_10017566 2 5 0 4 3 1 6 6 2 7 5 4 4 16 0 0 0 0 6 3
CGI_10017567 1 1 2 2 0 3 3 0 2 3 6 4 1 0 0 0 0 0 2 1
CGI_10017571 0 1 0 4 2 0 2 3 2 1 0 2 0 1 1 2 3 1 2 2
CGI_10017572 41 36 72 33 42 95 86 60 62 119 81 106 81 41 15 261 165 164 195 124
CGI_10017573 4 2 5 3 12 7 1 5 4 19 8 5 6 10 4 0 0 0 18 8
CGI_10017574 18 22 23 26 42 46 29 26 41 53 53 50 50 13 3 11 2 10 72 55
CGI_10017575 38 35 57 24 36 57 49 41 44 93 65 91 60 30 5 31 33 42 116 73
CGI_10017576 17 15 9 9 16 17 20 11 18 22 17 18 24 16 4 6 4 2 34 25
CGI_10017583 0 1 0 1 3 4 1 3 2 2 2 4 4 2 0 2 1 2 8 4
CGI_10017588 46 14 55 6 7 11 19 7 9 20 24 14 15 7 4 40 46 40 33 22
CGI_10017592 25 18 16 9 20 12 23 20 21 31 41 13 22 34 7 15 8 21 45 16
CGI_10017597 32 33 48 39 27 35 58 32 39 73 63 41 62 36 5 55 37 53 103 55
CGI_10017600 5 5 4 7 3 8 12 2 6 13 11 5 4 20 2 0 2 0 6 7
CGI_10017601 0 4 9 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 2 0
CGI_10017602 2 4 3 0 1 2 5 0 3 2 5 0 3 4 2 0 0 1 3 2
CGI_10017603 2 11 9 10 6 8 8 9 8 17 17 15 10 10 1 15 8 16 21 8
CGI_10017606 2 6 1 2 6 2 6 3 2 9 11 5 4 1 0 1 0 0 17 3
CGI_10017608 0 1 0 0 4 2 5 0 3 9 12 3 4 0 0 0 1 2 6 4
CGI_10017609 13 37 12 9 19 51 44 31 49 74 69 69 19 22 3 66 35 30 77 43
CGI_10017610 5 8 9 14 9 7 14 8 11 23 18 4 10 13 0 0 0 0 17 8
CGI_10017611 2 5 8 7 9 11 5 8 11 12 12 7 12 3 2 2 6 4 14 13
CGI_10017614 4 0 4 1 6 1 4 2 2 5 8 4 10 7 1 0 0 0 5 1
CGI_10017615 14 19 24 9 29 32 40 36 37 41 41 65 39 24 5 18 15 17 74 59
CGI_10017616 6 8 5 4 14 22 17 18 29 33 31 19 26 12 0 1 1 3 28 30
CGI_10017617 3 9 1 6 4 4 6 6 11 6 5 10 5 8 0 0 0 0 22 5
CGI_10017618 5 12 18 18 14 17 15 9 23 22 32 17 18 15 3 19 15 29 23 11
CGI_10017621 0 2 1 2 5 2 2 2 0 3 5 3 5 2 0 0 1 0 7 5
CGI_10017622 6 22 10 20 25 32 22 16 19 42 39 19 24 19 2 11 8 9 59 28
CGI_10017626 2 0 3 2 3 1 1 2 1 5 5 4 0 3 0 3 2 2 6 3
CGI_10017628 0 0 4 1 1 2 0 2 0 5 3 5 2 1 1 0 1 1 5 0
CGI_10017629 20 26 17 27 29 26 37 18 41 50 45 41 33 34 8 59 40 47 55 36
CGI_10017630 1 3 0 2 3 1 1 3 2 2 2 0 1 1 0 0 0 1 1 1
CGI_10017634 0 9 1 5 6 7 3 6 2 8 9 7 3 0 0 0 0 0 12 5
CGI_10017635 2 2 1 0 2 1 3 0 2 3 1 1 1 2 1 1 1 2 10 0
CGI_10017640 1 5 1 2 0 2 0 0 2 4 5 1 0 3 0 0 0 0 5 0
CGI_10017641 114 40 153 41 47 124 131 74 64 85 103 164 81 37 7 324 238 330 229 186
CGI_10017642 5 7 6 7 3 2 6 3 2 5 3 3 6 7 1 0 0 0 12 3
CGI_10017656 16 20 12 14 11 14 22 6 8 29 38 16 20 19 0 1 4 5 33 13
CGI_10017657 3 3 0 4 3 7 7 2 2 4 4 10 3 0 0 1 3 3 12 9
CGI_10017659 4 4 6 6 6 10 1 2 8 20 16 0 10 1 0 2 0 1 9 4
CGI_10017661 4 0 1 1 3 0 0 0 1 0 1 0 2 2 1 0 0 0 4 1
CGI_10017668 0 2 0 1 0 3 4 0 2 3 5 1 0 0 1 0 0 0 7 0
CGI_10017674 4 2 7 5 11 6 5 3 5 13 10 6 6 16 4 5 5 12 19 10
CGI_10017684 36 9 41 2 6 5 0 2 3 2 1 4 9 4 2 23 5 9 6 8
CGI_10017693 7 2 7 8 1 3 4 1 7 6 2 0 2 1 0 6 8 9 8 3
CGI_10017695 14 25 14 22 21 27 30 29 25 40 49 46 27 32 3 23 29 29 65 31
CGI_10017696 1 0 1 4 2 0 3 4 2 9 2 7 4 4 1 0 0 0 0 2
CGI_10017698 4 2 7 2 0 0 0 1 0 2 3 2 0 5 0 1 2 0 1 0
CGI_10017700 1 2 8 1 1 0 2 1 1 1 2 1 0 1 1 4 0 1 1 0
CGI_10017704 4 12 5 9 6 5 8 7 5 8 9 5 8 8 0 3 2 1 4 6
CGI_10017706 5 4 8 7 6 9 7 7 5 12 12 4 6 3 1 4 5 5 8 5
CGI_10017707 0 0 1 0 0 3 5 0 0 0 0 0 1 1 1 0 0 1 4 1
CGI_10017711 17 22 19 19 27 33 53 23 37 46 62 37 41 38 9 19 15 8 53 37
CGI_10017713 1 1 4 1 4 4 2 2 2 5 7 2 5 8 0 1 1 1 4 2
CGI_10017714 1 0 0 0 0 0 5 3 1 3 5 2 1 0 0 0 2 1 1 0
CGI_10017715 9 4 4 3 4 5 2 1 11 2 6 4 5 1 1 0 1 0 7 3
CGI_10017716 1 4 1 2 4 4 6 2 8 7 16 4 5 8 0 1 0 0 12 4
CGI_10017717 15 13 10 9 13 7 12 6 11 28 30 9 21 14 0 0 0 0 20 7
CGI_10017719 6 6 4 15 17 16 14 18 23 28 20 21 21 9 2 1 0 0 39 35
CGI_10017720 5 0 2 1 1 1 0 1 2 0 2 1 3 2 1 1 0 0 2 2
CGI_10017721 1 3 9 4 2 5 8 5 4 8 9 8 8 2 0 0 0 0 10 9
CGI_10017722 24 16 49 15 17 17 22 8 15 23 22 26 17 13 11 25 22 29 28 12
CGI_10017723 6 4 1 7 7 8 10 1 5 7 12 11 1 5 0 0 0 0 13 6
CGI_10017724 4 7 6 11 16 11 17 9 23 24 29 9 17 11 6 18 14 13 21 8
CGI_10017730 1 5 0 1 2 0 1 0 4 2 5 0 2 1 0 0 5 0 1 1
CGI_10017742 2 9 6 8 8 6 5 4 6 13 4 11 7 8 0 15 8 11 8 4
CGI_10017743 2 5 3 0 0 0 1 1 0 0 0 1 0 0 0 2 0 5 1 1
CGI_10017748 1 4 3 1 5 4 8 1 3 5 8 8 1 2 0 2 1 1 9 2
CGI_10017760 2 10 5 8 11 6 8 1 10 8 10 5 6 13 0 1 0 2 13 3
CGI_10017761 3 2 4 5 9 7 4 8 7 11 9 6 11 7 1 0 1 0 10 8
CGI_10017763 2 2 1 1 1 0 1 2 1 6 2 3 1 0 1 3 1 0 3 2
CGI_10017765 1 2 1 0 3 1 0 2 1 0 0 4 2 2 1 3 0 3 1 0
CGI_10017767 0 2 3 5 3 1 3 1 3 18 5 1 0 1 0 0 2 0 2 3
CGI_10017771 3 0 0 2 1 1 4 2 5 2 1 0 2 2 0 0 1 0 2 1
CGI_10017772 3 0 1 0 3 0 3 2 2 6 2 1 1 2 0 0 0 0 2 0
CGI_10017773 3 3 1 5 4 6 3 3 4 21 10 4 4 7 3 6 10 7 19 7
CGI_10017774 1 7 4 3 3 4 0 1 1 5 2 1 1 6 0 0 0 0 2 1
CGI_10017775 58 24 74 29 34 21 29 21 38 57 41 40 41 34 7 36 30 32 76 39
CGI_10017779 0 0 1 0 0 0 1 0 4 1 1 1 1 1 1 0 0 2 1 0
CGI_10017780 2 3 4 2 1 1 0 3 2 7 6 4 5 8 1 1 0 0 6 0
CGI_10017781 6 5 5 2 4 0 5 4 4 6 13 6 8 10 2 0 0 0 16 3
CGI_10017788 2 6 0 2 2 1 5 2 4 3 5 10 2 3 0 0 0 2 18 4
CGI_10017792 1 0 0 1 0 1 1 0 3 1 2 7 0 3 0 7 38 24 10 1
CGI_10017795 2 1 1 3 4 1 2 1 2 4 3 4 3 2 0 1 1 0 1 2
CGI_10017796 3 4 3 4 5 4 4 6 4 2 5 4 14 7 0 3 2 2 3 6
CGI_10017797 13 11 23 23 34 19 32 18 34 43 41 27 25 18 4 17 7 18 47 20
CGI_10017805 5 13 10 18 13 35 27 34 22 26 34 38 34 7 3 26 27 26 75 38
CGI_10017807 6 7 2 0 8 9 16 12 10 12 12 17 20 6 4 7 9 12 25 13
CGI_10017815 11 28 30 17 21 21 30 18 17 35 47 22 31 14 9 54 35 62 44 37
CGI_10017816 2 7 3 1 3 2 4 3 3 4 4 4 2 3 0 2 0 0 9 3
CGI_10017817 9 12 13 11 19 44 52 29 36 36 40 52 41 23 4 20 11 15 97 44
CGI_10017818 1 9 9 5 5 12 12 12 11 21 17 6 15 15 1 0 1 0 16 12
CGI_10017819 7 9 9 2 8 12 15 14 12 17 20 12 17 5 1 0 1 0 25 16
CGI_10017820 2 10 1 11 4 15 21 17 16 23 25 22 14 10 0 0 2 3 32 20
CGI_10017822 3 1 0 0 1 0 4 2 2 3 2 1 3 1 1 0 0 0 2 0
CGI_10017826 8 1 3 2 5 1 5 5 5 8 10 5 10 3 0 11 8 6 11 6
CGI_10017827 72 19 116 12 19 38 28 20 26 32 29 46 30 7 9 186 116 90 73 33
CGI_10017828 9 5 3 0 1 6 8 1 10 8 12 5 6 1 0 8 10 9 13 7
CGI_10017831 3 0 5 1 1 5 2 1 4 3 4 3 3 7 3 0 2 5 9 3
CGI_10017832 1 6 2 5 2 0 4 0 1 5 4 2 2 4 2 1 0 0 7 5
CGI_10017833 1 2 3 2 6 2 5 6 6 7 2 4 8 7 2 6 6 1 5 5
CGI_10017844 5 6 11 11 7 18 10 4 11 13 15 11 16 16 7 31 27 20 22 13
CGI_10017847 5 10 6 2 5 8 13 9 8 13 21 11 5 7 0 20 16 22 25 14
CGI_10017848 15 5 14 7 8 24 19 13 12 16 17 34 14 1 0 3 5 7 45 15
CGI_10017849 27 27 53 11 17 50 34 32 42 52 53 49 31 19 6 55 101 107 85 56
CGI_10017852 1 0 2 3 0 5 1 1 2 2 2 2 3 12 0 2 0 4 6 1
CGI_10017854 2 5 1 4 2 1 4 4 1 3 1 0 1 3 0 0 0 2 5 2
CGI_10017856 2 2 0 1 1 1 4 3 3 3 1 3 0 3 0 0 0 1 4 3
CGI_10017857 1 1 3 3 1 2 0 1 3 3 3 1 1 0 1 0 0 0 3 0
CGI_10017858 6 17 9 8 9 21 24 5 19 19 25 17 17 6 1 8 3 6 32 14
CGI_10017860 1 2 0 3 1 4 5 0 4 3 4 2 5 1 0 0 1 0 10 2
CGI_10017864 3 12 5 7 12 25 20 13 20 24 17 21 20 10 0 7 13 11 43 26
CGI_10017885 0 1 1 4 3 3 3 3 2 6 5 0 6 1 0 0 0 0 4 3
CGI_10017887 0 4 0 0 1 4 4 3 6 15 8 3 3 1 0 0 1 1 4 8
CGI_10017888 3 4 2 5 5 12 9 7 12 17 9 8 7 16 1 0 0 1 16 8
CGI_10017901 1 1 0 0 0 2 2 2 0 4 1 4 0 5 0 0 0 0 2 1
CGI_10017904 9 5 7 15 5 8 12 7 7 11 11 8 11 13 1 4 5 3 10 11
CGI_10017907 5 6 10 4 0 1 3 2 3 6 3 4 5 10 2 3 0 1 8 4
CGI_10017918 5 8 7 6 2 10 1 3 5 10 8 9 10 7 1 12 3 3 7 10
CGI_10017919 6 4 2 2 2 1 2 1 3 5 6 1 6 1 1 0 0 0 4 2
CGI_10017920 27 28 18 36 28 44 59 34 40 80 66 61 45 39 3 40 21 42 110 65
CGI_10017921 8 23 10 8 9 16 15 5 17 37 25 16 26 22 2 0 0 0 16 11
CGI_10017922 1 2 9 10 12 20 15 9 8 10 9 13 15 12 2 19 7 6 24 12
CGI_10017926 14 0 15 1 2 0 1 1 1 0 1 1 0 2 0 3 4 3 2 1
CGI_10017930 5 5 6 8 11 12 11 6 20 20 21 20 17 7 5 0 1 4 27 14
CGI_10017940 7 17 8 18 17 33 44 25 28 55 34 35 33 17 7 7 3 7 66 28
CGI_10017943 1 4 0 0 2 0 1 0 4 0 3 2 2 2 0 0 0 1 2 1
CGI_10017948 4 0 5 3 4 6 2 2 3 4 2 1 4 1 0 5 3 11 5 5
CGI_10017963 8 6 5 5 6 3 7 5 3 8 6 3 6 5 0 14 7 3 8 3
CGI_10017964 3 6 3 10 25 19 21 20 22 29 25 21 18 12 1 2 0 2 30 14
CGI_10017965 4 3 8 6 9 7 12 7 13 20 12 19 9 15 0 0 0 0 19 11
CGI_10017966 15 53 12 28 44 58 63 45 45 58 77 52 41 32 4 5 6 3 92 55
CGI_10017967 6 0 4 3 3 6 1 1 2 0 0 4 4 2 0 4 4 0 7 1
CGI_10017968 0 0 3 0 0 0 0 2 1 1 2 4 0 2 1 1 3 1 1 0
CGI_10017972 23 5 30 0 0 8 2 2 2 1 2 3 2 0 0 10 4 6 6 1
CGI_10017974 2 2 1 0 2 1 1 1 2 1 3 3 0 2 0 7 8 1 1 1
CGI_10017976 0 5 2 5 5 1 2 3 6 8 2 2 6 3 0 0 0 0 4 2
CGI_10017978 1 4 2 6 3 1 5 0 5 3 4 1 4 3 0 4 3 1 12 5
CGI_10017993 0 0 0 0 3 0 0 0 1 1 0 1 0 3 1 0 0 0 2 1
CGI_10017994 28 21 86 24 20 30 35 28 30 52 38 51 32 20 6 97 75 81 69 41
CGI_10017996 0 0 1 3 0 0 0 0 4 0 3 0 0 1 1 0 2 0 0 0
CGI_10017997 18 15 12 22 24 32 27 18 32 51 42 44 33 32 17 26 15 29 70 27
CGI_10017999 6 1 0 3 2 2 3 1 2 5 4 3 2 3 0 2 2 5 6 0
CGI_10018000 0 4 0 1 6 5 2 1 6 6 8 3 1 1 0 1 0 1 16 3
CGI_10018002 5 0 4 1 1 1 1 2 1 2 3 0 1 1 1 3 4 3 2 2
CGI_10018004 87 63 153 37 54 91 67 53 60 92 77 72 47 26 11 68 61 70 138 83
CGI_10018005 16 15 18 33 26 26 30 25 28 32 36 38 30 24 5 38 39 32 54 38
CGI_10018006 19 27 7 32 38 45 49 34 34 41 63 42 38 16 0 13 11 7 89 49
CGI_10018007 5 8 11 8 12 9 15 2 12 28 18 4 17 8 5 1 1 0 28 9
CGI_10018013 10 18 5 11 25 12 16 11 20 35 23 16 14 18 1 20 19 20 29 16
CGI_10018014 5 5 5 1 5 4 9 3 7 8 13 7 7 8 3 0 0 1 11 3
CGI_10018015 1 2 1 3 2 3 3 0 2 8 6 4 8 1 1 0 1 0 11 1
CGI_10018018 3 11 0 5 3 5 6 3 3 11 14 8 6 10 0 0 1 0 8 3
CGI_10018019 0 11 2 12 3 7 4 4 5 8 10 1 5 6 0 4 0 1 5 2
CGI_10018020 5 5 1 2 4 4 5 4 6 7 10 11 6 9 0 4 3 0 14 5
CGI_10018021 7 20 1 4 10 6 17 8 11 10 21 13 13 7 0 0 0 1 26 7
CGI_10018022 7 21 5 8 6 13 13 7 11 40 21 17 12 10 3 0 0 0 32 10
CGI_10018023 1 6 2 4 3 1 7 2 6 6 2 1 5 2 0 5 2 4 4 4
CGI_10018024 3 9 5 4 6 11 3 11 8 13 11 8 6 4 0 0 1 2 16 3
CGI_10018030 2 4 5 6 6 9 9 5 9 7 11 9 4 5 1 1 0 0 14 8
CGI_10018031 4 1 1 0 0 2 2 2 2 1 1 3 2 6 4 4 1 3 9 3
CGI_10018039 4 11 7 10 12 16 18 9 12 15 25 19 23 12 2 1 3 2 28 25
CGI_10018040 7 13 7 12 12 3 11 10 19 25 17 12 14 19 2 2 0 1 16 9
CGI_10018042 1 14 2 8 12 16 13 10 16 22 24 12 11 8 4 0 0 0 26 9
CGI_10018047 3 3 4 0 6 4 1 5 3 6 12 4 5 1 0 7 0 2 8 4
CGI_10018048 15 9 9 17 14 16 12 11 19 44 40 36 23 20 1 1 1 0 32 13
CGI_10018050 2 4 1 4 5 7 8 2 9 8 9 4 3 9 0 0 1 1 9 8
CGI_10018051 5 5 0 13 9 12 3 8 9 13 10 12 4 0 0 0 0 0 23 9
CGI_10018052 4 15 7 11 4 4 8 5 7 11 8 9 8 0 0 6 1 1 16 5
CGI_10018053 11 7 11 7 10 6 10 6 9 30 31 14 17 11 4 15 16 14 22 14
