GeneID 28cell1pro 28cell2pro 28cell3pro blastula2pro blastula3pro dlarv1pro dlarv2pro dlarv3pro gastrula1pro gastrula2pro gastrula3pro morula1pro morula2pro ovo1pro ovo2pro spat1pro spat2pro spat3pro troc1pro troc2pro
CGI_10018054 10 0 1 2 11 12 11 10 11 4 0 14 8 2 0 16 14 38 29 18
CGI_10018055 2 0 1 0 12 4 14 9 11 2 4 20 10 0 0 8 7 11 26 29
CGI_10018057 11 9 11 17 15 22 19 14 19 34 23 27 18 17 1 20 17 8 40 26
CGI_10018060 3 4 4 3 3 1 1 7 7 9 3 7 2 8 3 8 5 6 9 1
CGI_10018061 10 27 6 29 22 26 32 25 19 47 43 38 37 50 4 27 15 21 59 22
CGI_10018063 4 2 4 3 7 8 6 1 3 3 5 2 4 4 0 0 2 9 10 2
CGI_10018064 3 2 0 2 5 0 5 1 1 5 7 1 1 5 0 0 0 1 3 1
CGI_10018071 3 7 5 2 2 2 2 2 1 1 1 1 1 3 0 7 1 1 7 2
CGI_10018073 2 2 5 2 0 0 2 0 1 3 4 0 2 7 1 2 2 0 2 2
CGI_10018074 5 2 0 2 1 1 1 2 4 4 4 1 1 2 0 1 1 0 4 0
CGI_10018084 8 4 6 6 19 18 15 10 26 20 23 12 21 23 4 27 31 32 38 46
CGI_10018085 18 7 17 13 13 5 8 7 27 21 23 20 9 8 4 21 5 6 14 11
CGI_10018087 1 0 2 1 1 0 1 1 0 1 2 1 0 2 1 1 5 11 4 0
CGI_10018088 84 39 154 22 26 64 61 25 50 51 50 80 37 17 6 155 117 151 107 65
CGI_10018090 1 0 0 0 1 1 1 4 4 4 3 0 0 2 0 0 0 0 2 0
CGI_10018092 5 18 7 1 13 7 6 3 13 17 11 15 12 8 0 2 2 3 17 8
CGI_10018096 8 16 0 3 7 6 8 4 11 14 16 12 5 10 1 4 3 5 21 9
CGI_10018097 19 21 17 12 20 41 23 22 33 44 40 40 19 10 5 78 61 77 75 42
CGI_10018106 4 4 6 4 3 9 2 5 3 5 5 4 7 5 0 14 11 13 4 1
CGI_10018108 7 7 7 5 4 1 5 6 8 17 10 4 9 14 0 3 2 5 9 3
CGI_10018109 8 21 12 19 17 49 37 40 26 46 37 54 31 12 4 46 31 45 73 50
CGI_10018110 4 12 12 12 21 27 28 30 22 39 29 32 20 18 3 3 4 2 37 16
CGI_10018113 15 17 6 10 14 22 23 14 23 23 31 21 16 18 5 17 15 14 27 15
CGI_10018114 42 21 71 12 11 17 21 13 17 32 37 17 12 11 5 51 38 58 50 15
CGI_10018115 17 14 6 6 11 20 21 21 17 43 35 18 22 14 0 19 29 24 37 24
CGI_10018116 11 22 10 11 14 15 10 9 15 30 26 13 21 21 8 10 11 5 24 26
CGI_10018118 12 17 16 11 17 25 28 16 21 33 39 24 27 21 4 37 24 35 33 17
CGI_10018119 0 2 2 4 4 1 4 2 2 1 6 5 2 4 0 0 0 0 3 2
CGI_10018127 3 2 0 2 3 2 3 3 2 2 3 3 4 3 1 0 0 0 3 1
CGI_10018128 12 19 5 13 12 11 14 5 6 21 19 10 17 15 0 2 0 0 18 13
CGI_10018129 6 2 3 6 4 5 3 1 3 13 4 3 1 6 0 0 0 0 6 2
CGI_10018130 2 2 2 0 3 6 2 1 6 6 3 4 5 1 0 6 9 7 5 2
CGI_10018131 7 13 7 6 3 8 20 9 13 20 18 10 17 12 3 22 19 15 19 9
CGI_10018132 1 5 1 2 1 3 1 0 7 3 4 4 7 9 2 0 0 1 7 2
CGI_10018133 6 4 4 2 15 8 15 8 11 17 13 11 7 4 1 2 1 2 26 16
CGI_10018134 1 0 1 4 2 7 9 6 5 9 5 4 5 1 0 0 0 2 17 5
CGI_10018137 4 4 0 1 6 1 3 2 3 8 1 2 1 4 0 0 0 0 0 3
CGI_10018138 3 3 2 3 2 0 2 3 4 7 5 5 0 2 0 7 1 10 2 0
CGI_10018139 8 13 2 5 6 5 5 2 7 20 18 4 9 1 2 11 6 4 10 5
CGI_10018140 0 0 0 0 1 0 0 1 2 3 4 2 2 0 0 7 9 14 2 1
CGI_10018142 1 10 0 5 5 2 3 0 5 10 4 4 4 7 1 0 0 0 3 2
CGI_10018143 0 0 0 3 0 4 2 2 2 7 4 5 1 0 0 0 1 0 5 3
CGI_10018144 6 0 1 6 7 3 3 5 3 10 5 2 5 7 0 2 0 0 8 2
CGI_10018147 3 4 2 3 5 3 3 5 4 8 5 6 5 3 2 7 7 7 9 4
CGI_10018156 0 2 3 5 2 4 1 5 3 4 1 6 1 1 0 0 0 1 7 7
CGI_10018158 4 6 2 2 4 3 1 2 4 4 3 1 2 6 4 4 3 3 2 4
CGI_10018165 0 3 1 2 1 0 4 2 4 0 6 2 0 0 0 3 0 2 2 3
CGI_10018167 28 9 23 9 8 14 17 9 13 12 12 10 11 6 1 14 0 23 30 19
CGI_10018173 3 1 4 2 3 4 5 4 2 3 5 9 5 11 0 2 0 0 6 2
CGI_10018174 3 1 7 1 2 0 1 2 3 4 2 2 0 3 1 2 1 2 3 0
CGI_10018175 1 1 2 4 3 6 2 1 3 4 1 6 2 0 1 0 2 1 7 8
CGI_10018177 6 5 7 9 12 12 7 12 15 23 13 8 12 13 1 0 0 0 9 14
CGI_10018183 1 0 1 0 3 0 1 3 0 2 3 1 0 3 0 0 0 0 2 0
CGI_10018189 0 4 2 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 2 0
CGI_10018192 3 6 5 5 1 10 10 3 5 9 10 6 5 2 0 5 9 15 11 2
CGI_10018193 16 4 10 7 6 9 6 6 9 7 10 6 4 6 3 5 1 3 6 5
CGI_10018195 1 7 6 10 5 11 14 8 13 27 24 21 13 16 3 0 2 1 33 16
CGI_10018196 29 40 52 29 38 64 57 34 45 92 82 67 53 42 10 121 92 138 102 65
CGI_10018197 33 11 63 4 12 12 11 12 17 23 17 16 14 9 2 20 24 40 24 16
CGI_10018198 5 14 3 8 9 9 7 6 5 9 5 14 17 1 0 8 3 7 13 12
CGI_10018204 4 7 6 6 6 2 4 2 7 8 8 4 2 6 3 12 3 15 14 7
CGI_10018212 5 15 4 10 9 18 14 5 14 15 32 15 19 19 0 0 0 0 29 18
CGI_10018217 5 2 3 7 9 7 5 9 6 12 16 5 8 21 0 1 0 0 4 7
CGI_10018218 9 10 4 7 5 1 5 1 2 19 11 5 3 1 0 0 0 0 13 0
CGI_10018220 8 7 8 14 19 6 13 12 14 22 25 10 19 10 2 3 0 0 26 10
CGI_10018221 2 0 1 0 1 2 5 5 1 3 6 1 1 5 0 0 0 0 2 2
CGI_10018226 3 7 2 8 11 5 13 4 13 17 12 7 10 4 1 0 0 0 16 12
CGI_10018229 3 8 4 5 3 2 0 0 0 4 2 4 1 1 1 0 0 0 5 1
CGI_10018230 5 18 18 3 7 14 18 9 9 22 18 13 13 9 3 17 14 12 24 14
CGI_10018233 4 0 4 0 4 1 1 1 1 0 5 0 1 0 0 0 0 0 3 0
CGI_10018240 4 9 2 4 5 7 8 11 6 13 3 13 9 8 2 20 17 9 14 11
CGI_10018241 9 1 13 1 1 2 1 2 1 1 5 1 0 2 0 3 2 2 0 4
CGI_10018243 2 0 1 1 0 5 4 5 4 4 4 9 1 0 0 4 8 19 4 1
CGI_10018249 26 36 26 28 32 50 43 49 51 97 96 76 79 54 7 75 42 64 174 95
CGI_10018254 4 5 0 6 0 3 2 1 0 1 3 0 2 4 0 0 1 0 4 3
CGI_10018256 0 6 3 8 3 10 7 7 7 8 15 9 15 19 1 0 0 2 13 9
CGI_10018257 47 24 69 14 19 28 19 17 28 31 39 33 34 36 8 52 63 65 52 40
CGI_10018258 5 5 6 8 8 6 7 13 9 5 6 7 13 7 0 2 1 4 20 7
CGI_10018259 6 8 8 16 23 30 35 12 31 40 42 39 22 5 6 44 42 64 78 30
CGI_10018261 23 18 12 9 17 27 17 23 21 31 26 16 22 29 3 7 13 5 43 14
CGI_10018262 6 20 9 9 15 12 24 22 16 42 24 24 29 30 0 0 1 0 42 24
CGI_10018263 9 12 6 11 15 11 9 16 11 25 25 27 29 7 1 1 1 2 26 20
CGI_10018269 1 1 1 0 1 3 0 0 6 3 3 1 2 4 3 3 3 2 6 0
CGI_10018272 27 19 38 25 43 37 52 35 36 49 49 47 51 24 6 32 30 40 81 36
CGI_10018273 6 1 6 1 0 1 2 0 0 0 3 0 1 0 0 2 1 1 3 0
CGI_10018281 2 0 4 1 1 1 0 2 2 1 0 0 3 0 0 4 5 3 3 1
CGI_10018282 2 2 3 2 3 2 2 0 2 8 8 7 1 1 1 0 0 1 3 2
CGI_10018290 2 4 2 0 0 0 3 1 2 6 3 1 1 6 2 1 0 1 2 1
CGI_10018292 0 0 3 0 1 2 0 1 1 1 4 1 1 6 2 0 0 0 6 1
CGI_10018296 2 2 0 3 1 0 7 0 1 3 0 0 3 6 3 1 0 0 4 3
CGI_10018300 1 1 2 2 1 6 3 0 2 7 2 4 4 3 1 0 0 2 8 2
CGI_10018301 10 15 8 3 9 14 5 7 3 14 12 13 11 12 3 4 1 3 10 8
CGI_10018302 2 6 4 7 6 3 5 2 9 9 6 6 1 4 0 0 0 1 9 2
CGI_10018303 0 0 1 0 0 1 6 1 4 7 7 4 2 0 0 0 0 0 2 0
CGI_10018305 1 4 1 2 3 9 11 4 8 7 3 1 9 9 1 0 0 0 4 1
CGI_10018306 4 0 8 0 1 1 1 1 2 1 1 0 0 1 0 4 2 2 6 0
CGI_10018307 1 1 2 3 2 1 1 3 2 3 7 1 1 3 0 1 1 3 3 0
CGI_10018309 0 8 4 7 1 4 6 6 2 7 10 9 5 8 2 0 0 0 13 5
CGI_10018312 0 6 3 2 2 2 1 1 3 1 0 2 1 5 0 1 0 2 8 1
CGI_10018313 1 3 2 0 1 0 1 0 6 2 3 1 0 6 2 0 0 0 2 0
CGI_10018318 2 0 0 4 1 0 0 2 1 1 6 2 1 0 1 0 0 0 6 1
CGI_10018319 6 3 10 2 5 3 4 1 6 10 8 1 6 3 1 8 7 3 6 4
CGI_10018320 0 1 1 1 0 1 0 0 4 1 1 0 0 3 1 0 0 0 1 0
CGI_10018335 1 4 4 7 3 3 3 1 3 10 8 2 6 3 1 7 7 3 7 2
CGI_10018337 73 21 122 23 21 42 39 19 30 49 43 41 36 21 18 120 79 105 81 43
CGI_10018338 1 5 1 11 11 7 9 4 4 13 10 7 7 6 0 2 1 0 14 4
CGI_10018344 0 1 0 4 0 0 0 0 2 3 1 1 0 5 1 0 0 0 1 0
CGI_10018345 14 13 6 18 20 25 15 13 27 49 45 41 31 29 3 2 2 1 40 21
CGI_10018347 3 3 0 3 3 1 5 1 6 10 6 1 2 3 1 2 2 0 5 7
CGI_10018358 2 1 0 0 1 0 2 0 3 4 5 3 2 0 2 0 0 0 5 3
CGI_10018359 0 4 1 3 0 0 1 3 2 4 1 2 3 2 0 1 1 1 3 1
CGI_10018360 1 3 1 7 5 7 2 1 10 6 3 2 11 6 1 2 1 2 10 6
CGI_10018361 0 8 0 10 5 3 12 4 6 20 12 4 8 9 1 0 2 0 16 10
CGI_10018362 2 7 9 5 2 6 6 5 5 5 14 5 7 13 2 7 2 9 8 2
CGI_10018366 9 6 6 12 7 13 15 16 9 15 23 16 14 6 1 0 0 2 25 10
CGI_10018367 0 0 1 3 1 1 1 1 1 0 3 3 3 1 1 0 1 0 3 0
CGI_10018378 1 4 3 5 4 1 2 5 1 11 8 4 7 12 1 2 0 2 9 5
CGI_10018380 0 0 0 0 1 1 1 0 1 0 5 1 0 0 0 6 0 2 2 0
CGI_10018381 1 1 6 1 0 4 1 1 1 2 4 3 2 1 0 5 4 5 3 2
CGI_10018384 5 0 13 1 1 1 0 0 3 5 7 1 1 3 0 1 0 4 3 2
CGI_10018385 4 1 4 1 3 2 3 0 5 2 2 2 2 5 2 0 1 1 3 0
CGI_10018393 4 4 7 4 9 14 13 10 11 11 12 13 13 7 3 6 2 1 31 11
CGI_10018402 72 29 100 15 8 13 21 13 25 33 24 20 16 19 8 49 42 56 39 26
CGI_10018403 7 11 3 8 7 10 4 5 12 14 12 4 8 13 0 2 1 0 10 4
CGI_10018404 37 10 66 18 12 21 21 17 16 30 22 24 32 21 6 41 28 32 46 19
CGI_10018413 10 19 3 23 13 23 18 18 17 33 21 12 17 14 2 29 19 33 23 19
CGI_10018414 7 9 0 1 2 16 10 5 12 12 14 11 6 5 1 2 0 1 23 13
CGI_10018416 10 23 4 17 19 24 35 11 30 35 42 42 34 22 10 32 32 35 49 35
CGI_10018417 9 9 4 8 6 7 9 5 14 8 14 14 7 6 2 8 17 16 22 20
CGI_10018418 4 5 9 15 21 16 11 14 11 20 18 17 21 20 0 9 11 21 25 14
CGI_10018419 12 30 16 31 29 45 44 25 36 78 47 50 37 33 3 85 58 66 88 52
CGI_10018435 3 3 1 7 2 1 9 1 2 3 4 4 3 8 0 2 0 0 7 2
CGI_10018436 2 0 2 1 0 0 1 1 2 1 4 3 4 6 0 0 0 0 5 1
CGI_10018437 3 10 9 19 7 16 23 19 27 22 29 27 24 13 9 36 26 35 31 24
CGI_10018450 5 1 3 2 1 5 6 0 4 0 1 4 1 3 0 0 1 1 3 2
CGI_10018452 10 2 9 11 9 1 14 7 9 17 20 12 7 19 0 12 3 11 17 5
CGI_10018453 10 15 12 7 6 19 18 16 4 17 23 24 13 16 0 28 12 23 29 23
CGI_10018455 2 0 1 3 2 1 3 0 1 2 3 4 5 3 1 0 0 0 6 2
CGI_10018461 3 2 1 3 5 3 5 5 2 13 13 4 3 6 0 0 2 2 16 9
CGI_10018462 7 8 7 11 11 4 18 2 14 11 13 7 16 9 0 8 5 1 10 4
CGI_10018463 12 6 4 11 10 9 17 3 11 30 15 12 17 8 2 16 12 14 19 26
CGI_10018464 5 2 0 3 0 1 1 4 2 2 3 3 3 7 0 1 1 1 7 4
CGI_10018468 3 2 0 3 1 2 0 2 3 3 6 3 0 1 0 0 0 0 4 0
CGI_10018469 0 5 2 3 0 2 0 0 1 0 2 3 1 3 0 0 0 0 2 1
CGI_10018470 0 0 1 1 0 1 0 0 1 0 2 0 2 5 0 2 0 0 8 2
CGI_10018471 6 10 0 4 4 3 8 6 9 13 12 7 8 8 2 0 0 2 12 6
CGI_10018483 1 0 0 4 3 1 3 0 4 6 0 2 3 0 0 0 0 0 2 0
CGI_10018490 4 6 7 4 8 3 8 10 13 17 18 12 13 4 0 13 7 8 23 13
CGI_10018493 10 10 5 6 19 41 19 20 18 29 30 33 23 13 6 83 71 79 65 33
CGI_10018496 2 1 1 1 4 3 4 4 3 2 2 4 3 1 0 0 0 0 3 0
CGI_10018498 5 2 4 2 4 2 1 4 6 5 7 3 5 0 0 1 0 0 6 2
CGI_10018500 5 13 12 12 12 7 19 12 23 21 34 15 14 33 5 10 8 3 30 16
CGI_10018501 21 35 12 38 58 47 85 39 71 112 88 106 56 40 8 6 4 5 120 69
CGI_10018503 4 4 1 8 9 5 17 7 8 21 13 10 10 4 4 7 1 1 14 14
CGI_10018504 8 21 6 20 19 18 14 13 23 26 27 38 26 21 2 7 9 10 35 22
CGI_10018505 15 22 13 16 7 10 10 9 15 32 20 6 18 18 3 24 22 22 23 10
CGI_10018506 8 12 6 21 21 33 35 25 35 42 57 43 34 32 5 42 36 58 85 44
CGI_10018507 10 3 3 4 5 5 3 2 5 8 11 8 7 6 0 0 1 1 7 4
CGI_10018509 2 1 1 0 5 2 6 6 3 11 4 5 4 9 0 0 0 0 10 2
CGI_10018511 2 5 0 1 1 10 3 3 1 4 3 3 3 2 0 1 0 1 8 10
CGI_10018513 3 0 3 1 1 1 1 1 2 4 3 1 3 6 1 0 0 1 2 3
CGI_10018518 4 0 4 2 1 3 8 3 1 1 2 7 3 0 0 4 1 5 7 6
CGI_10018521 2 0 3 1 3 3 2 0 2 6 2 4 1 3 0 1 0 2 9 2
CGI_10018522 3 12 2 5 2 4 2 3 5 8 12 5 4 5 0 0 0 0 12 4
CGI_10018532 10 19 3 22 12 21 14 12 14 18 18 11 9 11 4 40 33 29 35 14
CGI_10018533 9 10 7 3 4 4 16 4 3 17 11 4 8 10 1 2 3 0 10 3
CGI_10018539 9 7 12 18 5 8 13 5 9 26 17 10 7 11 2 8 3 7 15 11
CGI_10018549 1 0 4 0 3 5 2 3 0 2 5 2 2 4 0 1 2 1 5 3
CGI_10018554 4 8 1 2 4 4 2 4 5 7 5 1 3 11 0 1 0 0 11 1
CGI_10018557 5 0 2 1 0 1 0 1 0 2 2 2 0 3 0 4 1 2 5 0
CGI_10018558 12 14 10 11 21 25 25 22 33 28 24 28 36 22 1 9 0 3 64 59
CGI_10018561 2 1 0 1 2 0 2 3 1 4 1 1 0 3 0 0 0 0 12 4
CGI_10018567 5 1 6 1 1 1 1 5 1 7 4 2 5 0 0 1 0 0 3 4
CGI_10018568 0 0 0 2 1 3 2 7 3 3 3 4 3 8 2 0 0 1 2 2
CGI_10018570 4 2 4 9 7 3 11 0 6 12 10 14 12 5 1 0 0 0 11 7
CGI_10018571 8 19 4 11 17 23 15 16 16 27 23 30 24 9 1 6 5 2 51 31
CGI_10018573 3 17 2 6 11 20 10 8 5 14 16 15 8 6 2 17 11 11 16 19
CGI_10018577 0 4 0 6 1 2 3 0 4 5 3 7 2 0 0 1 2 0 5 2
CGI_10018579 2 0 7 4 6 32 13 7 32 5 9 32 8 10 0 8 5 3 54 35
CGI_10018593 1 0 1 0 1 5 3 3 2 1 0 5 1 1 0 3 4 1 5 4
CGI_10018608 5 1 0 1 3 4 2 3 5 4 5 5 10 8 1 1 1 2 11 7
CGI_10018612 0 0 0 0 3 1 3 2 1 3 2 6 0 2 1 0 3 1 6 0
CGI_10018615 2 3 3 12 5 3 7 5 13 25 14 11 14 4 1 0 0 2 12 4
CGI_10018619 4 17 6 20 16 29 22 25 31 40 28 23 41 13 0 2 3 0 50 32
CGI_10018620 5 3 7 7 6 8 11 10 7 12 14 6 11 12 3 29 14 20 31 17
CGI_10018623 28 27 16 31 20 58 48 40 35 63 75 59 41 40 6 25 34 21 102 50
CGI_10018627 0 3 0 3 0 1 4 1 1 0 0 2 0 0 0 3 1 0 6 0
CGI_10018628 3 2 1 2 1 4 8 3 3 6 7 4 0 0 0 2 1 0 4 2
CGI_10018629 6 8 4 10 2 2 4 8 5 12 13 7 14 8 0 0 0 1 8 2
CGI_10018644 3 6 10 4 7 6 12 11 11 15 12 12 7 11 1 4 3 6 15 7
CGI_10018649 3 4 1 4 6 2 6 4 8 11 4 1 3 8 0 0 0 0 6 2
CGI_10018650 2 0 2 3 4 5 13 6 5 11 10 9 10 7 0 1 0 0 9 6
CGI_10018652 3 3 12 10 8 17 13 3 9 32 28 15 13 11 2 48 24 48 30 12
CGI_10018654 0 2 1 1 0 3 7 3 2 1 1 2 0 3 0 0 0 0 6 1
CGI_10018655 1 0 0 4 0 0 0 1 2 0 2 3 1 0 0 0 0 0 4 7
CGI_10018670 49 21 64 16 15 32 42 23 33 40 26 30 31 20 6 83 80 118 98 48
CGI_10018671 15 6 3 10 11 11 12 4 12 11 14 6 13 7 4 11 9 12 21 9
CGI_10018675 3 0 5 1 3 1 2 1 9 4 4 4 3 4 1 0 0 0 3 4
CGI_10018678 1 0 3 0 0 6 1 0 2 1 1 3 2 2 0 0 0 1 3 5
CGI_10018679 1 3 3 7 6 7 5 7 2 4 9 5 7 15 0 0 2 0 9 6
CGI_10018685 14 15 22 1 6 9 8 10 9 11 13 5 8 3 0 0 1 0 14 10
CGI_10018694 0 8 5 3 1 1 2 1 0 4 0 0 2 5 0 0 0 0 0 1
CGI_10018695 8 10 8 17 18 12 19 11 19 21 29 17 20 16 2 31 18 21 50 19
CGI_10018698 3 2 2 0 1 3 3 1 3 2 3 6 1 1 1 0 4 3 3 7
CGI_10018700 0 0 2 3 1 0 1 3 1 2 2 0 0 1 1 0 0 0 3 0
CGI_10018702 10 10 5 5 8 24 22 11 35 35 34 24 20 19 0 55 45 61 40 22
CGI_10018716 2 0 2 3 1 0 1 3 3 6 4 2 8 2 1 0 0 0 5 1
CGI_10018720 3 7 3 6 2 2 4 4 2 9 7 4 8 3 2 2 0 4 7 6
CGI_10018721 2 2 3 4 3 0 1 3 3 2 4 1 1 3 0 0 0 0 7 1
CGI_10018724 7 1 7 4 4 4 3 6 8 13 3 4 8 7 0 0 0 1 12 6
CGI_10018728 0 1 2 0 2 1 1 2 1 0 1 0 0 0 1 4 0 0 3 6
CGI_10018735 2 2 0 1 1 0 4 1 1 1 2 0 0 1 2 2 1 5 5 6
CGI_10018737 4 2 3 4 1 3 6 0 5 6 9 6 11 5 0 6 6 2 8 5
CGI_10018738 1 0 1 2 3 3 2 0 5 0 2 5 2 3 0 1 2 0 1 1
CGI_10018756 0 0 5 0 0 1 1 1 0 2 0 1 1 1 1 4 0 0 0 0
CGI_10018762 37 19 60 27 28 38 63 34 44 47 56 53 36 32 18 112 92 125 98 55
CGI_10018763 7 11 15 16 16 35 17 22 18 20 22 31 20 12 4 50 46 54 48 41
CGI_10018764 8 4 7 13 18 9 5 4 10 31 16 11 18 21 2 0 0 0 22 10
CGI_10018765 13 23 21 11 27 18 25 21 19 54 42 36 19 24 2 0 0 0 41 29
CGI_10018775 2 2 4 2 1 0 2 2 1 1 1 1 6 4 0 0 1 4 5 2
CGI_10018776 2 3 0 6 3 4 1 1 0 3 4 0 1 4 1 0 0 0 5 1
CGI_10018790 0 0 0 1 1 1 3 1 2 2 3 2 4 3 0 0 0 0 3 4
CGI_10018793 3 0 6 0 0 0 0 0 0 0 1 0 0 0 0 1 1 5 1 0
CGI_10018796 3 9 6 6 10 24 17 13 12 25 23 29 12 17 2 2 3 0 47 24
CGI_10018797 2 0 0 1 0 3 2 1 3 1 3 2 5 1 3 1 0 1 5 6
CGI_10018811 0 2 0 0 3 0 1 0 1 0 0 0 1 6 3 0 0 0 0 0
CGI_10018815 2 2 0 2 0 1 2 0 1 0 7 3 0 3 1 4 2 0 4 2
CGI_10018823 1 5 0 2 0 5 4 8 2 5 2 6 3 2 0 2 4 0 17 2
CGI_10018825 2 2 4 0 3 1 2 0 4 2 1 0 4 2 0 0 0 1 5 3
CGI_10018826 14 30 9 15 20 19 25 16 21 35 31 32 21 36 6 10 15 16 38 24
CGI_10018828 6 5 2 2 2 0 7 3 5 8 9 5 6 6 0 0 1 0 5 3
CGI_10018829 4 9 6 3 10 13 7 4 7 24 15 14 11 9 0 0 0 0 31 9
CGI_10018830 1 4 8 0 0 3 3 1 4 1 2 3 4 0 0 0 2 2 6 3
CGI_10018832 9 9 13 7 5 9 14 5 9 20 16 8 5 1 2 4 5 2 14 7
CGI_10018838 17 46 22 28 31 55 51 34 55 69 48 79 46 19 5 86 48 83 110 81
CGI_10018840 4 5 1 8 3 11 9 7 17 16 7 11 4 4 1 1 1 1 13 11
CGI_10018842 6 3 4 7 8 1 7 1 6 2 9 7 4 16 1 1 2 3 5 4
CGI_10018843 3 8 1 8 6 4 11 5 9 13 11 7 7 14 0 0 1 0 17 14
CGI_10018845 1 3 0 2 2 0 1 0 1 1 3 0 4 13 1 1 1 1 3 0
CGI_10018852 2 6 1 1 1 9 1 4 4 6 8 3 6 5 2 5 1 2 9 5
CGI_10018853 7 13 3 8 13 17 9 9 13 38 34 16 13 9 2 1 2 1 23 14
CGI_10018855 27 25 21 19 22 16 27 19 24 41 37 29 45 15 2 8 9 10 32 24
CGI_10018856 8 3 3 14 5 8 6 5 13 17 13 5 14 8 4 1 0 1 19 4
CGI_10018859 3 4 2 2 0 0 1 1 0 1 4 2 2 6 0 0 0 0 3 0
CGI_10018860 2 0 4 8 2 5 7 8 10 10 5 4 7 9 0 0 1 0 13 5
CGI_10018874 1 0 1 1 0 4 0 1 2 1 1 3 3 1 1 0 0 0 5 3
CGI_10018880 1 2 1 1 1 4 1 0 1 2 2 1 0 6 2 1 0 1 6 1
CGI_10018882 18 14 9 14 10 12 16 12 19 28 20 11 13 12 1 24 18 18 25 15
CGI_10018886 0 12 1 8 1 1 5 7 3 7 9 4 1 2 0 0 1 0 11 3
CGI_10018889 12 17 7 15 13 21 30 20 31 32 26 28 22 14 0 0 1 0 44 26
CGI_10018893 0 2 1 1 1 1 2 1 3 1 3 2 2 4 5 4 0 2 4 1
CGI_10018900 15 7 16 8 10 16 22 12 13 24 17 11 19 14 4 6 7 6 30 16
CGI_10018901 103 25 110 16 32 42 34 22 22 54 58 56 41 26 3 94 69 82 87 51
CGI_10018902 68 18 77 16 12 22 33 30 21 40 27 42 29 19 3 30 20 35 35 30
CGI_10018904 0 4 1 1 0 0 1 2 0 1 5 0 0 0 0 1 0 1 1 3
CGI_10018907 0 4 0 0 1 1 3 1 1 2 1 4 1 0 0 0 0 2 5 1
CGI_10018908 26 4 24 1 5 7 8 2 10 6 12 7 5 13 3 12 9 8 7 9
CGI_10018909 2 4 0 10 5 9 3 7 8 9 10 6 7 7 4 1 5 1 16 11
CGI_10018911 5 15 10 32 29 25 38 18 31 50 28 66 31 19 4 72 65 71 77 50
CGI_10018912 0 0 4 1 0 6 1 1 1 0 1 1 1 0 0 0 0 6 2 0
CGI_10018913 6 17 8 11 9 12 12 9 15 9 14 9 14 10 2 6 3 2 22 8
CGI_10018915 0 0 0 0 1 0 1 0 1 0 0 2 0 14 1 0 0 0 4 2
CGI_10018923 11 14 12 14 25 21 10 10 27 33 20 19 19 28 1 8 7 12 39 19
CGI_10018928 0 2 3 3 2 1 4 0 2 0 4 5 3 11 0 0 0 0 5 3
CGI_10018929 9 4 21 0 3 12 5 2 5 7 8 5 5 0 2 13 10 8 13 17
CGI_10018930 2 1 0 2 5 1 1 1 4 1 2 0 2 1 0 0 0 0 0 1
CGI_10018931 0 3 0 5 6 2 4 1 5 8 2 2 2 0 1 0 0 0 8 2
CGI_10018934 3 14 12 10 8 7 16 14 13 18 21 7 17 19 3 1 0 0 14 10
CGI_10018935 2 3 3 1 0 0 0 3 3 0 2 1 4 3 0 0 2 4 3 4
CGI_10018936 3 5 1 6 1 1 8 4 7 10 7 2 1 4 2 0 0 0 5 0
CGI_10018937 0 3 0 13 2 1 1 0 0 3 7 2 0 0 0 0 0 0 1 0
CGI_10018940 3 5 2 1 4 3 6 3 11 10 7 2 8 6 0 1 0 0 10 1
CGI_10018941 9 8 4 6 8 5 8 8 10 13 13 10 8 3 0 1 3 0 14 5
CGI_10018943 5 3 5 5 2 5 11 3 7 8 9 7 4 5 0 1 0 5 10 1
CGI_10018945 7 13 0 8 8 5 8 6 11 15 17 6 4 4 0 1 0 2 13 10
CGI_10018946 2 5 2 6 4 1 2 1 3 6 7 6 6 10 0 0 0 0 12 3
CGI_10018947 3 4 5 1 3 5 2 2 4 13 7 8 5 2 1 10 7 11 19 5
CGI_10018948 0 5 5 3 1 8 8 7 5 7 3 7 7 13 1 0 1 3 11 9
CGI_10018952 10 31 18 20 16 23 30 18 19 35 33 21 29 30 15 19 19 23 43 19
CGI_10018958 0 1 2 2 3 1 2 1 4 3 5 1 1 5 0 0 0 0 3 0
CGI_10018961 0 4 3 2 1 1 1 1 0 3 7 4 3 3 0 0 0 0 3 3
CGI_10018970 2 3 8 2 2 0 1 2 0 1 0 1 0 1 1 1 0 0 0 1
CGI_10018979 3 12 12 9 15 13 22 17 20 24 22 21 23 18 3 0 1 1 48 22
CGI_10018980 1 1 2 0 2 3 5 0 4 2 6 2 1 0 0 0 0 1 8 0
CGI_10018994 4 10 2 5 6 13 8 14 18 14 12 26 9 5 0 3 0 0 29 16
CGI_10018995 1 1 1 0 0 0 0 0 1 2 2 2 2 5 1 1 0 1 0 1
CGI_10019004 2 2 4 2 4 5 5 0 3 1 1 2 3 3 0 0 0 0 8 2
CGI_10019006 2 3 3 9 13 3 7 3 14 13 18 7 18 4 2 0 1 0 14 2
CGI_10019011 0 2 0 0 0 0 4 1 2 1 2 4 2 2 0 3 1 3 0 2
