"28cell1te" "28cell2te" "28cell3te" "blastula2te" "blastula3te" "dlarv1te" "dlarv2te" "dlarv3te" "gastrula1te" "gastrula2te" "gastrula3te" "morula1te" "morula2te" "ovo1te" "ovo2te" "spat1te" "spat2te" "spat3te" "troc1te" "troc2te"
"25567" 9 3 7 10 3 7 7 7 5 14 16 5 10 2 0 4 3 9 13 7
"25568" 6 4 2 5 6 9 15 9 12 12 10 13 13 7 2 31 25 35 25 23
"25571" 7 1 2 3 1 2 0 0 1 2 3 4 3 6 0 1 2 1 3 0
"25572" 5 0 1 5 6 3 2 0 5 8 6 7 6 11 6 8 4 5 10 5
"25575" 0 1 1 0 1 1 4 1 0 1 1 0 1 2 0 1 2 1 4 4
"25595" 7 8 2 2 4 4 5 4 1 4 2 5 4 1 0 11 3 7 8 8
"25598" 3 5 1 4 2 11 17 3 8 8 8 12 14 6 0 0 0 2 19 18
"25599" 12 1 1 3 3 1 1 2 3 7 6 7 5 1 1 0 0 0 4 1
"25600" 2 4 3 1 1 0 2 5 2 2 1 4 3 4 2 1 0 0 3 0
"25628" 5 6 5 2 3 8 4 8 5 10 1 9 5 0 1 19 12 14 9 11
"25630" 1 5 2 6 4 19 16 20 17 24 13 22 20 15 1 0 0 0 43 20
"25632" 0 1 0 0 0 6 2 0 4 4 0 7 1 0 0 0 1 2 7 5
"25644" 13 19 6 27 39 86 78 41 48 74 72 132 40 30 9 53 51 49 143 139
"25645" 0 1 1 4 1 7 2 0 2 1 1 5 0 0 0 0 0 0 10 2
"25661" 14 17 10 9 8 8 9 7 7 15 8 8 13 13 6 33 23 11 15 7
"25664" 30 17 43 12 12 6 18 6 12 17 9 21 12 17 3 24 22 26 19 16
"25666" 45 68 47 32 36 47 45 37 46 88 71 42 51 43 5 1 2 1 84 36
"25669" 0 0 0 1 0 2 1 0 4 0 1 4 0 1 0 1 1 0 3 2
"25670" 10 12 10 15 13 38 32 27 31 34 26 37 22 8 0 2 6 5 69 33
"2569" 22 7 13 9 12 11 7 12 9 12 8 13 14 23 6 25 22 15 15 17
"25726" 1 1 0 1 0 3 0 0 2 1 0 8 0 7 1 1 1 1 7 2
"2574" 3 6 11 5 3 7 8 4 7 13 14 5 10 8 0 5 7 5 8 5
"25742" 1 7 1 7 10 14 11 12 5 10 17 14 9 1 0 2 5 3 30 15
"25745" 0 3 1 1 4 1 0 3 1 3 6 3 2 2 0 0 0 0 1 0
"25746" 1 0 0 2 2 0 4 4 3 5 0 2 3 4 0 0 0 3 5 4
"2575" 19 10 15 16 18 7 10 16 13 21 15 12 27 16 7 10 10 6 33 19
"25760" 2 1 6 0 2 2 0 2 1 1 2 1 3 2 2 1 2 0 2 7
"25762" 13 3 18 2 0 0 2 2 1 2 1 4 5 4 0 3 3 1 3 1
"25766" 0 0 0 0 0 4 0 1 2 0 0 0 1 1 0 0 4 0 1 0
"25784" 31 0 20 2 2 2 1 2 2 2 1 3 5 2 1 6 6 6 2 1
"25827" 7 4 3 2 1 1 5 2 3 1 2 2 3 1 0 1 4 3 4 1
"25829" 2 0 2 5 1 2 0 3 1 2 2 4 1 2 0 0 1 1 5 6
"2583" 3 0 0 1 1 1 4 2 6 6 4 6 4 3 0 0 0 1 12 2
"25832" 0 0 0 3 0 2 1 0 2 2 0 2 0 1 1 2 2 2 5 0
"25833" 3 7 0 3 6 8 12 6 11 6 9 10 9 2 1 13 16 8 20 20
"25846" 9 0 16 2 3 4 2 2 2 4 2 3 3 4 0 1 2 6 5 1
"25896" 1 3 2 2 3 3 5 1 4 2 5 3 3 1 0 0 1 0 9 2
"25900" 0 1 0 3 3 1 2 0 1 0 3 0 0 1 0 0 0 0 1 0
"25902" 3 3 2 0 2 3 6 0 3 6 4 5 4 1 0 0 0 0 7 4
"25906" 0 1 0 1 1 1 4 1 1 1 4 1 4 13 0 8 1 2 2 2
"25907" 7 0 5 4 6 11 6 6 9 12 8 17 15 3 1 31 20 29 18 19
"25908" 9 12 7 14 21 27 41 30 30 35 34 36 23 14 2 15 9 21 67 34
"25910" 17 3 29 1 8 3 2 2 2 1 2 3 3 9 1 11 9 7 10 3
"25916" 10 8 8 6 7 2 4 3 4 10 18 12 11 4 2 1 0 0 12 13
"25917" 0 1 1 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"25918" 2 2 2 2 4 0 5 1 1 2 2 1 4 4 0 0 0 0 6 0
"25922" 1 3 1 5 2 1 1 5 6 7 8 1 4 5 1 0 0 1 3 3
"25923" 0 0 0 0 2 0 5 0 6 1 0 2 0 0 0 0 0 0 2 1
"25924" 0 1 0 6 1 3 1 5 1 3 2 6 0 5 0 0 0 1 6 3
"25929" 6 5 3 2 6 7 5 4 4 17 10 5 6 7 0 1 0 1 17 6
"25930" 1 5 1 3 3 0 1 0 1 6 0 2 4 0 1 0 0 0 1 0
"25933" 0 0 0 1 3 1 0 2 3 2 1 1 1 1 1 0 0 0 3 0
"2594" 11 15 5 18 20 29 32 15 27 24 33 45 24 17 6 39 18 29 60 35
"25954" 4 2 2 2 0 2 4 1 4 2 7 5 3 0 0 1 0 1 7 13
"2596" 1 0 3 7 2 11 7 4 6 8 2 10 8 14 0 12 4 6 19 12
"25969" 2 8 1 2 1 2 0 2 1 0 4 4 1 1 0 7 3 1 11 2
"25970" 1 4 0 0 0 2 1 1 3 3 1 5 0 2 0 2 1 1 6 1
"25983" 10 5 17 4 1 1 3 4 4 8 7 4 0 0 0 12 9 17 10 1
"25984" 2 1 8 1 0 1 1 1 0 0 0 2 1 0 1 0 0 0 3 3
"25987" 10 0 8 5 2 4 3 2 2 4 4 6 2 3 1 1 3 3 9 2
"25990" 2 6 2 0 3 3 0 3 4 2 5 1 2 0 0 0 0 1 5 5
"25991" 0 0 0 2 2 2 3 3 4 1 3 2 3 0 0 5 0 0 7 2
"25998" 3 8 2 6 4 2 3 6 1 11 8 11 5 7 0 1 2 0 7 4
"25999" 2 8 1 2 0 0 0 0 3 0 1 1 1 3 2 0 0 1 1 1
"26002" 5 2 6 7 7 10 16 8 13 18 15 11 8 9 1 1 0 0 27 12
"26003" 2 8 5 5 8 6 5 5 8 18 17 4 6 10 1 0 2 2 13 12
"26005" 0 0 0 0 1 1 0 0 0 3 5 0 2 6 0 0 0 0 4 0
"26008" 0 7 1 3 2 1 3 2 1 3 1 4 3 7 0 0 1 0 2 0
"26010" 4 1 0 7 4 2 4 1 2 6 6 0 4 3 0 0 0 0 2 2
"26012" 2 0 0 1 0 3 1 4 0 0 3 1 0 2 3 15 17 10 4 0
"26034" 2 2 3 0 0 0 2 1 0 0 0 4 0 0 0 1 1 15 2 0
"26051" 2 0 7 1 2 3 1 1 0 8 5 1 1 0 0 0 2 1 5 8
"26056" 9 2 11 4 1 3 2 0 1 3 3 2 3 3 4 3 0 3 4 1
"26065" 15 6 17 0 2 0 0 0 1 3 2 0 5 11 2 2 1 1 3 0
"26068" 1 6 1 1 2 0 1 2 0 3 2 2 0 0 1 1 0 1 1 3
"261" 55 29 73 16 9 5 7 4 10 21 19 14 11 11 2 11 7 18 6 9
"26100" 0 3 1 2 3 2 0 1 2 2 2 4 2 3 0 1 2 1 4 3
"2613" 0 4 4 1 2 0 0 1 2 0 3 2 2 5 0 2 0 0 3 0
"2615" 15 6 31 12 14 15 15 22 15 26 21 33 19 11 3 53 42 45 40 29
"26155" 3 5 8 0 2 0 1 0 1 1 1 2 3 3 0 0 1 1 2 2
"26167" 3 1 2 0 2 3 2 3 2 1 1 4 3 0 0 3 0 1 5 2
"26168" 2 3 2 1 3 1 2 1 3 4 2 2 5 1 0 0 0 0 3 0
"26174" 84 22 95 13 10 7 18 19 14 32 12 15 19 7 10 54 55 43 18 16
"26175" 6 13 5 4 7 5 4 2 8 14 4 8 4 10 0 19 13 28 12 9
"26202" 18 11 4 6 5 10 7 5 6 11 5 7 6 10 4 2 0 0 10 4
"26203" 31 10 23 11 18 28 20 14 24 28 19 31 28 17 2 62 27 43 34 23
"2623" 1 0 1 0 2 0 2 2 2 4 2 0 2 5 0 0 0 0 3 4
"26245" 14 10 20 7 4 1 2 2 6 6 1 5 4 2 1 2 2 2 5 2
"26252" 0 2 2 2 2 3 1 0 6 2 1 5 1 2 0 1 4 3 6 2
"26256" 0 1 0 0 3 6 1 1 0 0 4 4 1 2 1 0 0 0 3 1
"26259" 1 1 2 1 4 1 2 5 1 3 1 2 3 3 1 1 0 4 1 0
"2626" 3 1 11 0 0 0 1 1 1 0 0 0 0 0 2 0 3 2 1 0
"26270" 4 0 2 0 1 3 0 1 7 2 0 5 4 2 0 2 2 2 2 2
"26271" 2 7 0 2 11 8 8 7 7 11 11 8 5 3 1 21 20 17 8 12
"26272" 1 1 7 0 1 1 1 3 2 4 2 0 2 3 0 2 1 0 1 1
"26292" 4 4 2 3 1 3 1 3 3 4 8 0 4 3 0 0 1 0 2 6
"26298" 3 6 10 3 5 10 4 6 12 7 14 2 5 5 0 12 17 16 19 9
"2630" 5 0 1 2 0 0 2 0 0 2 3 0 1 4 2 3 1 0 1 0
"26308" 7 0 1 3 0 1 0 1 0 0 0 2 0 6 0 2 0 1 3 0
"26311" 1 6 1 4 0 3 6 1 5 4 1 6 1 2 0 2 0 1 4 7
"26322" 1 1 5 2 2 3 2 3 4 3 1 3 3 3 0 0 0 0 8 2
"26326" 4 3 6 8 6 5 8 7 3 17 17 13 11 4 2 8 4 4 15 10
"26330" 6 3 12 0 2 2 6 3 6 10 2 4 5 2 0 1 0 2 12 10
"26334" 1 0 2 0 3 2 0 0 2 1 1 0 2 1 0 0 0 1 4 4
"26335" 4 5 2 0 1 3 0 1 8 3 1 1 0 1 0 3 1 2 5 2
"26338" 2 3 7 9 6 3 10 10 12 16 12 11 8 0 2 5 3 1 20 22
"26383" 0 9 1 1 5 6 2 3 6 6 5 7 6 2 0 0 1 0 17 6
"26384" 4 2 9 2 5 14 3 0 6 1 2 11 8 4 0 0 0 0 13 5
"26385" 6 21 6 11 9 11 21 16 20 25 43 11 14 26 3 8 8 5 21 13
"26386" 6 1 6 1 2 2 6 3 3 7 3 8 0 1 1 11 3 7 2 4
"26387" 3 0 3 1 1 3 0 2 1 3 5 1 5 1 0 7 3 6 2 3
"26388" 1 3 2 1 4 3 3 2 3 4 1 0 7 4 0 1 0 1 2 4
"2639" 0 0 2 0 1 1 1 2 2 1 1 4 1 2 0 1 7 8 2 2
"26414" 1 1 0 2 0 4 2 0 3 3 1 6 4 2 0 1 4 1 8 2
"26416" 32 20 31 18 17 44 39 22 32 53 40 53 32 17 2 22 19 33 113 56
"26431" 38 9 28 6 3 7 2 1 6 4 6 3 7 5 1 16 11 4 5 3
"26432" 15 7 10 1 2 8 5 4 7 6 2 8 10 3 1 3 2 0 12 4
"26434" 6 3 13 5 0 3 2 2 6 2 2 1 3 2 0 0 1 3 2 0
"26438" 1 0 1 0 1 3 1 0 0 1 3 6 3 4 1 0 0 1 1 3
"26462" 11 7 24 7 7 20 12 11 13 16 13 15 11 9 1 12 6 10 31 8
"26463" 1 2 0 1 0 2 1 1 3 6 1 2 2 8 1 0 0 0 3 0
"26465" 3 0 7 7 3 17 9 6 8 5 2 14 8 5 5 8 12 13 27 13
"26466" 10 5 8 0 2 1 5 3 8 11 8 9 2 4 1 4 6 7 2 4
"26467" 6 4 12 7 4 5 6 1 2 5 0 8 9 10 2 5 7 5 9 7
"26483" 15 7 18 30 18 11 21 13 15 18 16 20 14 20 2 23 44 26 31 16
"26484" 0 1 0 3 2 2 0 0 1 3 2 4 1 1 0 1 0 1 2 2
"26491" 0 4 3 4 8 9 12 11 15 11 17 14 14 10 0 6 8 10 26 19
"26495" 1 0 0 4 9 3 8 2 7 5 7 7 7 7 1 5 7 6 8 7
"26503" 2 28 5 16 18 32 25 30 30 60 45 34 28 5 3 7 6 4 62 38
"26554" 199 73 262 34 36 71 85 47 61 78 78 65 53 32 18 227 171 234 127 73
"26587" 1 3 0 0 4 1 3 1 2 3 6 0 1 6 3 0 0 0 4 3
"26599" 18 15 23 3 7 6 4 1 3 11 7 6 4 9 1 8 4 3 5 5
"2660" 10 6 12 2 0 2 4 2 1 10 3 2 3 5 1 9 9 6 6 3
"26602" 0 3 2 4 4 8 15 7 14 12 8 9 6 14 1 6 4 2 15 4
"26603" 4 0 1 0 0 1 4 2 0 1 3 1 1 0 1 6 7 0 2 3
"2661" 0 2 0 4 3 4 3 2 0 6 8 1 8 3 0 0 2 0 1 3
"26613" 0 2 0 2 4 2 1 2 2 11 6 5 5 4 0 1 0 0 9 5
"26621" 8 4 7 6 5 14 7 3 7 10 4 5 6 4 0 5 2 5 18 11
"26623" 10 17 8 12 14 29 14 9 34 48 26 26 14 16 6 55 54 50 54 32
"26624" 3 0 7 3 0 3 5 1 3 6 6 2 6 1 0 0 0 0 12 2
"26638" 7 8 4 3 0 3 1 1 3 4 1 2 0 0 0 3 2 3 5 2
"26640" 1 3 1 1 1 0 0 0 2 2 0 1 4 0 0 3 4 1 5 1
"2665" 7 3 8 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 3 0
"26664" 2 2 0 2 2 2 3 2 0 4 2 4 4 4 0 1 1 0 4 5
"26667" 0 2 0 2 0 0 1 1 2 0 2 1 0 1 1 4 2 0 1 0
"26668" 7 10 6 14 15 18 12 11 23 38 14 31 13 7 2 29 14 24 32 20
"26669" 7 11 2 3 3 0 1 0 4 2 3 6 9 5 0 18 23 10 5 10
"2667" 5 12 4 8 4 8 8 5 11 26 18 6 5 13 2 0 0 0 8 11
"26681" 5 0 1 4 2 2 2 3 1 2 6 2 1 2 0 0 0 0 2 1
"26682" 3 14 2 5 5 6 2 2 4 16 13 3 9 8 0 0 1 0 13 7
"26683" 2 0 9 1 3 0 1 0 0 2 2 1 3 3 0 1 2 1 1 0
"26685" 0 0 1 0 1 6 1 0 2 0 2 1 0 0 0 4 4 3 4 1
"26689" 7 0 8 0 1 0 2 2 1 1 1 1 0 1 0 0 0 1 1 1
"26701" 0 1 0 2 0 1 0 0 0 7 1 4 0 1 0 3 1 2 2 3
"26705" 0 0 0 0 2 0 0 2 0 1 0 1 0 0 0 4 3 5 4 2
"26710" 3 0 0 0 0 5 1 0 3 0 0 4 1 3 2 3 1 2 4 1
"26717" 3 0 2 1 2 4 3 1 4 0 0 0 1 1 0 4 6 5 4 0
"26739" 3 0 10 0 1 12 2 8 2 0 0 6 2 7 2 30 13 14 13 11
"26740" 8 2 6 1 0 13 3 3 11 1 2 5 5 2 4 32 11 27 13 13
"26753" 0 1 2 1 2 0 0 1 1 5 6 2 0 0 1 1 0 0 4 1
"26756" 5 5 6 3 0 0 2 0 0 2 0 0 1 2 0 1 1 1 0 0
"26759" 7 1 6 3 5 0 1 1 0 7 0 0 2 3 2 0 0 0 2 1
"26787" 1 1 1 3 1 2 1 4 6 6 5 3 1 2 0 0 0 0 7 0
"2679" 5 0 0 0 0 2 1 0 0 1 2 0 1 0 0 11 7 1 4 0
"2680" 3 2 7 1 0 0 0 1 1 0 4 0 2 1 1 3 0 1 4 1
"2682" 0 0 2 1 0 1 0 3 2 1 0 2 1 0 0 5 8 4 4 1
"26824" 0 5 5 6 2 7 9 7 5 7 6 3 7 8 0 1 2 0 9 11
"26826" 0 1 3 2 1 0 0 0 2 2 2 1 5 0 1 0 0 1 2 0
"2683" 6 1 16 0 0 0 2 1 1 3 2 1 1 1 0 0 0 1 2 1
"26833" 0 0 1 1 0 0 0 3 1 8 3 1 1 3 0 0 0 0 3 1
"26839" 0 4 1 1 1 4 3 2 1 5 4 2 2 1 0 0 0 0 5 4
"2684" 2 0 10 0 0 4 2 1 2 3 1 5 2 4 2 1 0 1 1 3
"26855" 3 4 2 2 3 10 9 3 4 4 9 1 5 6 3 20 24 10 7 4
"26865" 7 2 3 3 0 1 0 0 1 1 4 3 2 2 0 4 0 1 3 1
"26868" 4 6 11 4 6 11 3 6 16 10 16 10 8 4 0 14 16 16 18 13
"26878" 0 0 0 2 2 4 1 2 5 2 2 8 5 1 0 0 0 0 3 3
"26887" 2 0 2 0 0 4 2 0 3 0 0 0 0 0 1 0 0 1 4 0
"26888" 5 2 2 0 5 7 2 3 2 4 3 6 7 1 0 1 3 1 10 7
"26890" 14 16 19 15 18 57 54 48 40 59 42 82 34 17 2 106 104 111 174 93
"26891" 48 10 60 16 23 37 39 17 25 36 28 30 45 6 1 9 15 13 73 42
"26895" 1 0 4 3 7 5 5 6 11 8 3 4 4 3 3 2 5 3 13 6
"26915" 5 12 1 5 4 8 9 5 5 18 13 10 7 10 1 2 0 4 16 8
"26916" 0 0 0 2 7 2 8 2 5 12 8 5 4 5 3 15 21 9 15 5
"26921" 3 9 2 4 2 0 2 1 3 3 5 4 8 7 1 1 0 0 6 3
"26923" 8 2 5 0 1 2 2 1 2 5 7 2 1 3 0 8 11 14 14 3
"26934" 1 0 0 0 0 2 0 0 0 0 2 1 0 0 0 5 4 2 1 1
"26937" 0 2 0 0 1 2 1 1 1 0 1 4 2 1 1 1 3 0 3 0
"26943" 1 2 3 2 4 3 0 2 2 2 1 13 3 0 3 3 1 4 6 2
"26953" 1 3 4 0 2 1 1 0 0 3 3 1 4 0 0 6 3 5 5 2
"26963" 14 2 10 1 0 2 2 2 1 3 2 2 3 2 1 9 11 8 5 1
"26972" 2 4 0 2 4 4 3 4 8 6 6 4 6 7 0 0 0 0 12 6
"26981" 12 0 6 0 0 0 0 0 1 0 0 1 0 1 0 5 3 2 4 2
"26995" 1 0 0 1 0 2 0 0 1 0 0 4 0 0 2 2 0 1 1 0
"27008" 0 1 0 3 1 1 0 0 1 3 1 6 1 0 0 1 0 0 4 2
"27031" 4 0 8 3 3 4 5 3 4 8 5 1 2 1 1 0 2 0 5 6
"27037" 1 0 1 1 1 3 4 3 1 8 2 6 0 1 1 0 0 2 7 3
"27041" 46 7 60 3 4 1 6 4 4 6 8 3 6 11 1 9 6 9 9 2
"27073" 1 0 0 0 0 0 0 0 5 0 0 3 1 0 1 1 1 2 3 2
"27077" 4 3 5 4 2 3 1 1 2 8 6 1 1 6 0 1 2 0 4 3
"27079" 8 0 13 1 1 0 0 3 0 1 2 0 1 2 0 2 2 3 3 0
"27083" 6 1 5 3 0 4 4 3 4 4 4 5 3 4 0 0 2 1 9 2
"27093" 0 4 0 1 1 1 1 1 1 1 1 3 0 0 1 0 0 0 1 2
"27096" 5 4 1 0 1 0 2 1 0 2 0 0 0 0 1 2 0 1 0 0
"27097" 6 2 9 1 0 1 0 2 2 3 3 2 2 6 3 1 3 0 1 2
"27099" 5 2 6 8 3 7 2 3 6 13 8 8 6 2 0 1 3 1 9 3
"271" 12 7 16 3 4 16 4 7 12 12 4 8 8 6 2 7 8 16 37 11
"27100" 3 0 3 0 1 3 0 1 6 7 5 2 0 4 0 10 5 15 14 2
"27108" 18 6 14 8 8 7 7 4 8 14 9 10 3 4 0 2 0 5 13 4
"27109" 12 2 7 4 3 4 7 1 10 6 3 5 3 9 0 3 1 2 8 6
"27115" 1 2 0 1 3 4 3 3 6 4 4 2 5 0 1 3 3 2 5 3
"27154" 3 0 7 0 0 3 0 2 1 1 1 6 1 1 0 7 3 4 5 3
"27162" 10 0 7 2 2 0 0 0 0 3 1 0 1 0 0 0 1 0 0 0
"272" 9 6 22 5 0 6 12 13 8 7 11 12 3 5 2 18 9 17 13 9
"27238" 14 18 7 17 20 26 23 23 16 43 44 41 33 11 7 96 46 72 39 33
"27261" 3 0 1 2 0 0 0 0 0 1 0 1 0 1 1 5 3 1 3 1
"273" 4 2 5 4 1 6 1 4 3 8 10 0 8 5 0 0 2 3 7 7
"27306" 1 0 3 3 1 2 1 0 5 0 0 6 2 1 0 0 0 0 6 0
"27321" 1 1 1 9 5 5 6 3 4 5 11 3 12 5 3 12 9 5 8 7
"27322" 3 0 2 0 1 3 3 1 4 1 2 8 6 9 2 12 7 5 1 8
"2733" 6 0 3 0 0 0 2 0 2 1 1 3 0 0 0 2 3 5 2 0
"27338" 19 3 16 6 5 9 7 4 6 11 18 14 14 5 2 1 1 2 21 7
"27343" 0 1 1 2 2 8 8 7 4 2 2 13 1 3 0 1 4 0 12 10
"27347" 1 2 1 3 3 0 1 0 3 3 6 2 2 2 0 0 0 0 7 3
"27348" 1 0 1 5 1 7 6 4 7 5 1 6 4 5 1 7 0 3 2 2
"27350" 1 2 1 0 2 4 2 3 4 2 0 3 2 1 0 6 6 10 10 7
"27352" 8 17 4 13 12 20 24 25 30 32 33 37 16 7 1 30 29 29 49 35
"27353" 1 0 0 5 0 0 1 0 1 1 2 4 0 0 0 0 0 0 1 2
"27365" 5 4 4 2 0 1 0 0 0 0 1 0 1 3 1 2 0 0 2 0
"27366" 10 9 21 6 6 3 5 3 1 8 13 8 7 6 0 14 16 14 5 4
"27368" 22 14 33 18 8 16 20 14 18 29 22 16 23 22 0 27 27 16 27 28
"27370" 6 11 12 11 11 12 9 8 16 24 29 16 6 6 0 2 3 1 35 16
"27371" 0 1 3 3 5 10 4 5 7 5 6 6 3 5 0 0 1 2 10 13
"27394" 12 7 3 4 8 7 16 6 18 23 7 12 17 7 1 5 8 8 24 17
"27402" 3 2 0 0 1 1 1 1 0 3 4 0 1 4 1 5 1 2 2 0
"27410" 7 10 5 5 6 11 11 5 4 12 1 11 6 2 0 16 6 19 19 11
"27433" 2 1 1 0 1 5 4 4 9 6 6 3 0 1 0 4 1 3 6 1
"27439" 11 5 25 9 12 19 11 13 14 13 25 19 10 8 4 42 24 37 26 8
"27456" 20 11 15 10 18 11 15 7 9 14 16 19 20 3 1 4 6 5 32 16
"27457" 1 5 1 8 2 7 9 1 8 3 4 6 7 7 1 11 12 10 18 2
"27465" 3 1 4 2 1 1 1 1 5 3 2 3 4 1 0 0 0 0 3 5
"27509" 0 0 1 1 0 0 1 0 1 0 0 1 0 3 2 2 1 0 2 4
"2754" 12 3 14 1 0 2 1 0 1 4 3 3 3 1 0 4 6 2 5 3
"27542" 30 8 45 11 10 9 5 5 14 9 13 5 8 8 0 6 4 10 15 5
"27543" 27 16 41 3 8 10 19 12 8 16 18 26 10 1 0 66 37 71 33 22
"27544" 0 0 2 2 1 3 1 1 4 1 1 4 3 1 0 1 0 0 6 2
"27545" 4 1 5 1 7 4 3 6 8 13 6 8 10 0 1 1 5 8 22 11
"27546" 13 6 35 8 7 28 26 18 15 26 35 29 14 0 1 57 48 50 58 35
"27549" 0 0 3 0 0 4 2 1 0 2 0 2 2 0 0 4 4 0 0 2
"27569" 7 2 0 8 3 4 4 3 9 7 15 5 5 8 0 5 5 0 9 5
"27576" 7 7 8 4 7 8 10 10 9 4 9 18 8 4 3 13 6 14 17 14
"2760" 2 2 1 10 13 22 15 14 11 12 16 22 19 13 5 39 34 26 32 28
"27601" 63 17 60 10 7 15 18 9 9 8 12 25 18 4 1 39 20 36 39 31
"27604" 2 1 1 1 2 4 4 4 13 15 11 8 12 5 0 0 1 1 20 15
"27605" 0 3 2 3 3 2 1 0 1 7 1 0 6 2 0 5 4 2 4 5
"2761" 0 1 0 0 2 0 0 3 2 0 1 0 1 0 1 0 0 0 0 0
"27639" 1 1 2 0 0 1 3 2 0 0 0 1 1 1 0 5 0 6 4 1
"27640" 1 2 3 0 2 3 0 1 2 3 2 2 4 0 0 4 3 1 10 2
"27641" 1 1 0 3 3 5 4 8 3 5 1 4 2 0 0 0 1 2 11 5
"27655" 8 4 12 1 3 5 3 2 3 9 5 3 7 14 2 6 5 7 13 8
"27661" 4 1 2 5 3 7 5 8 8 5 4 19 5 2 1 0 0 1 15 11
"27663" 5 3 3 6 1 4 7 1 3 5 5 3 10 6 6 13 13 14 8 4
"27678" 12 7 13 0 2 1 2 0 4 5 3 3 3 6 2 3 2 2 3 3
"27691" 6 4 12 1 5 6 12 2 10 10 13 4 4 14 2 15 11 14 21 10
"27692" 25 9 25 5 5 9 12 7 4 8 2 5 8 12 1 4 6 3 15 11
"27713" 29 10 57 5 6 8 17 14 6 13 14 21 15 8 3 42 29 49 21 17
"27714" 2 1 1 4 4 3 1 5 6 16 6 8 6 9 0 0 1 0 9 4
"27716" 10 31 20 14 19 47 44 44 37 88 81 49 38 16 2 146 69 82 104 59
"27717" 39 10 59 6 2 6 7 3 4 11 12 3 4 2 0 34 28 35 18 8
"27727" 0 5 1 3 1 2 2 1 0 2 2 0 0 0 0 0 0 0 2 0
"27731" 6 6 1 7 7 9 11 8 20 13 18 8 6 12 3 32 20 46 21 10
"27732" 18 4 48 2 10 9 12 7 8 8 8 11 8 10 6 43 25 49 27 17
"27733" 32 14 47 5 4 6 7 16 11 7 15 7 11 7 0 54 53 55 21 15
"27734" 4 10 2 2 3 3 9 7 7 3 6 4 5 10 5 6 5 3 14 10
"27735" 3 4 2 4 6 7 5 10 6 3 6 6 8 12 1 0 2 4 15 6
"27736" 2 1 3 8 1 0 2 4 4 7 6 7 5 1 0 1 1 2 3 3
"27745" 0 2 3 7 1 1 0 1 1 5 2 4 1 2 1 1 2 1 5 4
"27746" 0 4 0 2 4 0 5 1 3 2 4 2 3 1 1 0 1 0 4 0
"27749" 8 17 16 24 20 42 22 26 34 42 39 33 38 23 1 4 3 0 46 24
"27750" 9 0 6 0 2 1 2 1 0 1 0 1 1 0 0 1 2 4 2 1
"27754" 1 2 4 1 0 0 1 1 0 3 2 2 2 13 1 1 3 1 5 2
"27755" 1 5 4 0 3 5 7 7 4 4 1 8 2 0 1 1 0 4 16 5
"27756" 1 8 0 7 1 3 6 3 3 6 7 2 5 0 0 0 0 0 15 8
"27757" 1 1 2 5 2 5 2 3 2 4 1 2 3 0 0 8 6 6 11 5
"27775" 0 0 1 7 0 5 1 1 0 8 5 0 2 4 4 0 0 0 1 1
"27795" 1 0 3 0 0 1 0 0 0 0 0 1 0 0 0 4 1 7 0 0
"2781" 4 9 6 1 3 4 4 2 2 11 8 6 6 1 2 4 6 1 7 7
"27815" 13 2 0 1 1 2 1 0 2 2 3 0 3 1 1 2 3 2 1 1
"2782" 8 1 6 1 6 7 4 3 6 6 7 11 6 4 1 1 3 4 12 1
"27844" 6 2 8 0 2 2 1 0 0 1 0 1 1 0 0 0 0 0 0 0
"27860" 0 2 2 0 1 2 5 2 2 5 2 3 3 1 1 0 0 0 4 1
"27904" 0 0 5 0 0 0 5 0 0 2 3 2 0 0 0 3 1 4 2 1
"27905" 11 2 11 1 2 4 3 5 4 3 4 5 1 2 0 15 5 27 15 5
"27924" 2 4 0 1 3 2 2 2 3 3 4 1 5 1 0 0 0 0 4 4
"27935" 0 2 4 1 3 1 2 1 0 2 5 1 1 0 2 0 0 0 2 2
"2794" 0 0 1 0 2 2 0 0 0 3 1 4 1 4 0 5 3 1 6 2
"27946" 7 4 6 6 6 3 3 1 4 4 4 0 5 9 1 7 8 13 6 2
"27955" 2 1 2 3 7 7 10 3 4 11 9 9 10 4 1 0 0 1 13 3
"27956" 2 5 5 4 0 9 3 4 5 12 6 2 8 4 1 0 0 0 7 3
"27963" 1 2 3 0 0 1 1 1 0 0 0 0 0 5 0 1 0 4 3 0
"27964" 1 0 0 2 6 0 0 0 2 4 3 3 1 2 1 6 6 5 2 5
"27971" 0 6 0 3 0 0 2 0 0 4 5 2 3 4 0 0 0 0 1 2
"27972" 7 15 3 5 4 8 6 4 8 6 9 9 5 12 1 0 4 1 10 6
"27973" 50 16 94 17 17 21 23 18 24 28 20 52 30 33 12 108 66 112 45 33
"27982" 1 2 3 0 0 3 1 5 2 1 3 3 0 3 1 4 7 6 11 3
"27984" 1 3 1 2 2 2 1 0 4 3 4 3 5 2 0 0 0 0 6 0
"28003" 7 2 7 0 0 4 0 0 0 1 2 2 0 0 0 1 0 3 2 0
"28023" 8 2 4 4 1 14 2 2 10 3 7 13 4 4 0 0 3 4 11 4
"28025" 0 1 0 4 1 1 3 5 4 5 3 2 3 3 0 0 0 0 3 2
