"28cell1te" "28cell2te" "28cell3te" "blastula2te" "blastula3te" "dlarv1te" "dlarv2te" "dlarv3te" "gastrula1te" "gastrula2te" "gastrula3te" "morula1te" "morula2te" "ovo1te" "ovo2te" "spat1te" "spat2te" "spat3te" "troc1te" "troc2te"
"4038" 1 11 1 6 14 19 21 8 9 17 22 16 11 8 3 5 2 1 39 25
"4039" 9 15 5 2 5 13 11 13 10 13 6 10 8 13 4 31 21 35 18 16
"4040" 10 4 19 6 4 13 18 14 8 15 19 10 7 10 2 33 19 42 23 12
"40425" 4 4 3 3 3 2 11 4 3 6 7 6 8 9 1 4 0 1 12 2
"4043" 6 1 4 1 11 4 8 3 6 7 11 5 7 7 1 39 23 32 9 6
"4044" 2 4 2 0 4 2 2 1 2 8 5 4 1 0 0 0 0 0 1 1
"4045" 1 4 3 4 4 13 12 12 10 14 7 17 7 9 4 42 21 33 26 17
"4046" 7 17 5 7 23 9 20 18 17 33 28 19 10 12 0 4 4 2 48 22
"40473" 3 0 0 1 0 0 1 1 4 0 1 1 4 1 2 1 1 4 3 4
"40474" 1 1 2 6 3 2 3 3 5 5 5 3 5 3 0 0 0 0 8 7
"40475" 2 2 0 1 4 1 1 3 5 3 6 0 5 6 0 0 1 0 2 0
"40476" 1 3 1 4 6 3 0 1 1 2 5 4 4 5 0 1 2 0 4 3
"4048" 4 1 1 3 2 4 7 0 6 5 5 4 4 2 3 22 15 19 13 5
"40482" 0 3 0 1 1 2 2 2 3 5 7 1 2 4 1 0 0 1 3 2
"40484" 2 0 0 0 0 2 0 0 0 1 0 4 2 5 2 2 0 1 1 0
"40487" 8 7 26 8 11 3 9 7 5 13 10 10 5 16 4 1 4 8 22 14
"40488" 4 3 12 2 0 3 5 4 4 8 9 10 8 6 7 3 1 4 10 2
"4050" 0 1 2 3 2 2 2 2 0 3 3 6 3 0 0 10 7 6 5 3
"40508" 2 4 1 4 4 2 1 1 9 7 5 1 1 16 0 0 0 0 6 6
"4051" 2 2 5 4 2 1 1 1 5 2 6 5 5 1 0 0 1 1 3 7
"4052" 2 0 3 1 3 1 2 1 4 1 1 5 5 0 0 4 2 4 4 2
"40524" 0 0 2 1 0 0 0 0 0 3 3 0 0 7 1 0 0 0 3 1
"4053" 6 4 3 5 4 10 8 3 9 17 15 12 9 3 2 4 9 6 26 11
"4054" 0 1 2 1 1 5 1 3 3 2 0 5 3 2 0 2 0 5 8 0
"40546" 1 4 0 1 0 3 2 1 3 3 2 3 1 5 1 0 0 3 9 0
"4055" 6 5 7 10 11 15 15 6 16 17 14 17 18 5 1 7 10 9 28 16
"40557" 3 1 5 4 2 1 8 3 4 5 6 7 1 4 1 20 6 8 7 1
"40565" 2 9 4 1 4 8 10 9 7 14 13 14 10 11 0 0 0 0 18 10
"4058" 0 0 0 0 0 0 1 3 0 3 0 2 0 2 0 3 0 7 3 0
"40584" 3 0 10 0 0 0 0 1 0 0 0 0 1 0 0 4 2 2 2 1
"40594" 9 7 12 0 1 3 1 2 2 7 10 4 2 12 2 10 7 3 7 4
"406" 6 1 10 1 1 0 1 3 4 2 1 1 3 2 1 10 4 1 3 2
"4061" 14 5 18 1 2 0 1 2 4 8 3 5 4 1 1 6 2 7 8 3
"4062" 1 1 0 3 2 1 2 2 2 5 2 2 5 1 1 0 1 2 6 1
"40620" 1 4 0 3 2 2 3 3 3 5 6 2 2 0 0 0 0 1 10 5
"40621" 0 1 1 2 2 3 4 2 3 8 7 6 2 3 0 0 0 0 2 0
"40623" 5 12 6 9 19 31 47 30 38 45 46 65 19 24 5 31 16 21 100 57
"40626" 1 3 0 2 6 13 9 2 9 9 5 4 7 3 0 0 0 0 12 4
"40634" 5 2 0 0 0 1 0 2 3 1 0 5 0 0 0 2 0 1 2 2
"40640" 0 0 5 6 7 8 7 4 6 5 6 13 5 5 0 1 0 1 16 8
"40642" 1 0 1 3 1 1 3 2 0 4 4 1 0 6 0 1 0 0 4 1
"40643" 4 0 3 0 0 3 1 1 0 0 1 0 1 5 2 1 5 5 0 2
"40647" 0 6 2 8 2 2 7 1 4 4 4 2 1 4 0 3 3 5 4 4
"4065" 5 6 3 0 2 1 2 2 2 1 4 0 0 1 0 4 0 4 4 2
"40657" 2 0 0 1 2 1 4 2 2 4 4 1 1 1 0 1 0 0 2 4
"4066" 1 5 0 4 4 7 8 5 12 4 13 10 3 5 0 0 1 2 23 9
"40665" 5 3 5 1 3 3 3 1 2 0 1 2 3 2 0 0 2 4 3 6
"40681" 0 1 1 1 3 4 1 0 3 2 2 4 0 2 0 3 1 1 4 0
"40698" 2 0 7 1 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0
"40705" 5 1 7 1 1 0 0 0 1 3 2 0 0 2 1 0 0 3 0 0
"4072" 23 4 42 5 3 4 2 4 6 5 6 10 2 22 4 5 8 9 10 2
"40744" 43 15 52 2 2 9 15 4 3 11 9 19 7 0 3 48 40 43 18 12
"40745" 25 5 47 3 6 12 8 5 12 16 16 12 11 6 2 35 32 38 20 12
"40750" 1 2 2 6 3 13 7 4 19 8 3 7 4 1 0 0 0 0 12 5
"40751" 3 5 0 4 2 5 7 4 0 8 5 6 3 5 0 0 0 0 7 2
"40753" 1 3 0 2 2 2 2 0 0 4 1 1 2 3 0 1 2 0 9 4
"40770" 31 2 22 5 4 10 8 6 8 19 15 19 5 4 0 12 5 9 10 9
"40778" 0 1 2 0 3 0 1 1 1 3 9 1 1 4 0 0 0 2 0 1
"40797" 8 3 6 1 4 0 1 0 0 2 2 1 2 2 0 1 1 2 5 0
"40803" 0 0 2 3 2 4 2 2 6 3 2 2 1 3 0 1 0 2 7 1
"40804" 2 0 2 2 0 4 1 4 2 3 1 3 2 3 0 0 0 0 5 2
"40805" 1 2 0 2 2 2 1 1 2 2 2 8 4 2 0 0 0 0 4 1
"40807" 8 18 18 26 26 70 48 27 37 53 75 71 52 27 1 108 85 100 112 93
"40810" 5 7 13 0 4 2 2 3 3 6 5 7 6 0 0 23 12 10 11 9
"40812" 6 4 10 4 2 1 3 3 1 4 2 1 0 2 0 2 1 1 1 1
"40813" 5 0 2 0 7 3 6 2 4 6 5 8 6 7 2 11 11 15 12 2
"40845" 1 9 2 4 6 4 2 3 6 5 0 5 3 4 0 1 0 0 5 2
"40847" 0 2 2 4 0 1 0 1 2 9 3 2 2 3 0 2 2 0 3 0
"40848" 6 3 5 3 0 0 4 0 2 1 1 3 3 0 2 0 1 0 1 0
"40852" 1 0 2 1 2 0 2 2 5 2 2 4 1 0 0 3 3 3 9 4
"40891" 1 2 0 0 1 0 0 0 4 2 0 4 0 3 0 0 0 0 2 1
"40895" 6 1 0 1 3 8 6 3 0 4 6 5 4 2 0 12 6 4 8 5
"40896" 3 0 3 4 1 3 6 6 2 3 1 3 1 3 0 1 2 2 4 1
"40897" 4 1 1 1 4 7 0 0 2 4 1 4 3 0 0 1 1 0 3 2
"40907" 5 7 7 4 5 5 10 10 5 19 10 6 8 3 1 23 15 19 17 15
"40910" 1 3 4 1 3 2 3 3 0 7 3 5 0 13 0 0 0 0 2 0
"40914" 18 10 41 6 14 27 16 17 9 32 35 23 23 10 7 40 32 44 41 30
"40922" 1 6 3 3 5 8 6 5 8 9 16 8 10 9 0 6 2 6 18 10
"40929" 0 4 2 5 7 15 19 9 10 22 21 25 7 5 1 18 12 21 37 16
"40935" 11 6 10 2 2 7 7 4 10 13 14 3 3 4 3 6 7 10 9 2
"40938" 0 3 2 3 1 0 1 0 3 7 4 1 1 0 0 0 0 0 0 1
"40951" 2 3 2 0 2 2 2 0 5 2 2 5 5 2 0 1 3 4 3 6
"40953" 2 0 0 4 3 0 1 1 1 4 4 1 1 0 0 1 0 2 4 1
"40967" 2 4 4 9 3 9 8 6 6 5 9 5 11 6 0 0 1 2 8 8
"40968" 3 2 1 5 4 4 5 0 7 4 5 8 7 3 1 0 0 0 8 8
"40988" 1 5 1 2 4 7 9 3 10 11 3 5 4 2 1 0 0 0 4 3
"40989" 2 1 3 4 1 0 1 3 1 3 4 7 1 0 0 0 0 0 3 1
"40996" 2 5 1 4 1 4 4 1 5 5 6 4 2 2 0 2 2 5 8 4
"41001" 9 0 3 1 0 0 0 0 3 1 5 0 1 0 1 1 1 0 1 2
"4101" 0 0 0 4 1 4 3 1 1 2 2 2 2 2 0 1 2 0 7 3
"41012" 3 0 0 0 0 3 0 2 1 3 1 4 3 0 0 12 15 15 5 1
"41027" 0 4 1 0 2 1 1 3 1 1 2 1 0 5 0 1 0 0 2 0
"41028" 0 4 2 3 5 5 3 7 4 9 3 2 10 2 1 5 6 10 10 10
"41058" 7 0 9 0 1 0 0 0 0 2 0 0 0 2 0 0 0 1 0 1
"41091" 3 3 0 2 0 3 3 0 3 1 1 6 0 1 1 1 0 0 7 4
"41092" 0 2 0 1 3 6 4 3 1 7 4 3 3 2 0 0 0 0 8 0
"41094" 3 5 4 5 9 5 6 1 2 8 3 6 4 2 0 0 3 0 5 8
"41095" 0 0 1 6 1 5 4 4 2 6 7 2 5 4 0 0 0 0 12 5
"41111" 0 1 1 0 3 4 1 1 1 0 0 2 2 0 0 0 0 0 1 4
"41112" 7 4 8 1 2 1 4 3 4 3 4 4 2 3 0 1 8 2 8 1
"41126" 2 0 0 2 0 5 3 1 2 3 0 3 1 2 0 1 0 0 3 4
"41143" 7 3 20 0 0 1 3 0 2 2 2 3 3 3 0 6 9 10 2 1
"41145" 0 0 1 3 3 3 1 1 2 1 1 4 0 0 0 0 0 0 3 0
"41153" 4 2 3 4 4 1 2 0 3 4 6 2 6 1 0 1 1 6 11 3
"41177" 0 4 2 6 5 2 5 2 4 5 9 5 4 10 2 4 3 4 6 8
"41184" 2 13 3 14 14 8 8 9 12 11 5 13 8 13 1 2 2 2 15 7
"41185" 10 10 3 7 7 6 4 1 7 15 13 8 9 13 3 8 12 12 9 8
"41186" 10 4 5 4 10 10 5 10 14 15 10 16 16 10 5 10 15 22 10 14
"41187" 3 3 7 11 6 7 6 4 9 16 11 14 10 6 2 11 15 13 15 6
"41188" 5 4 9 2 4 2 4 5 1 4 1 5 2 4 3 7 1 5 4 2
"41208" 5 0 2 0 2 5 7 3 2 5 4 6 2 2 1 42 8 8 16 3
"41212" 6 2 5 1 1 5 2 2 2 5 3 6 3 1 1 36 1 7 9 8
"41214" 3 1 2 0 1 7 2 2 3 0 7 4 4 3 0 7 1 2 10 0
"41222" 2 2 1 1 2 6 3 2 5 5 0 5 4 5 0 0 0 0 5 5
"41228" 3 1 0 4 0 1 1 0 0 2 0 0 2 1 1 0 0 0 4 1
"41245" 0 10 5 6 4 4 2 3 5 14 14 6 4 5 0 0 0 0 15 5
"4125" 3 0 6 3 5 9 3 2 2 5 6 5 11 2 1 6 2 4 12 11
"41278" 1 2 0 2 3 1 0 2 3 1 1 1 0 4 4 1 1 0 1 1
"41282" 4 3 5 0 2 2 5 4 4 3 1 5 0 0 0 0 0 0 5 2
"41300" 4 3 0 0 1 1 0 2 4 4 6 2 1 2 0 0 0 1 4 5
"41311" 0 5 1 0 1 3 1 0 3 4 4 2 0 5 0 0 0 0 1 1
"41312" 2 1 2 0 2 0 4 3 2 6 0 0 1 2 1 2 3 0 2 4
"41315" 1 0 0 0 1 3 2 3 2 1 1 2 1 0 0 0 0 1 4 4
"41317" 0 5 1 2 1 3 0 2 6 1 0 3 0 0 0 0 0 3 5 3
"41337" 0 0 0 0 0 4 1 0 0 0 0 0 2 1 1 0 0 1 1 0
"41348" 10 3 12 0 3 5 4 1 3 1 4 4 0 2 0 3 5 3 10 5
"41380" 0 3 1 0 0 0 0 0 0 1 1 1 0 5 0 6 1 1 1 0
"41384" 1 3 2 0 0 0 5 2 1 1 5 2 1 2 0 11 3 12 7 0
"41401" 0 16 4 4 1 1 6 5 0 11 4 5 7 4 1 4 1 2 8 4
"41406" 1 0 0 2 1 4 4 4 6 5 8 7 6 10 0 1 2 1 8 2
"4141" 31 9 39 1 0 2 0 3 3 4 0 0 2 3 1 17 4 7 3 2
"41410" 3 10 9 12 19 24 22 33 18 42 38 28 22 15 1 11 2 2 43 28
"41419" 1 1 4 1 1 2 0 1 2 2 1 3 0 0 1 10 1 4 1 2
"4142" 34 7 44 3 4 1 1 1 0 2 4 1 1 8 1 24 6 4 5 0
"41423" 2 0 6 2 1 0 0 3 1 1 3 3 5 1 0 2 2 3 4 2
"41426" 2 2 8 2 2 1 3 2 3 1 2 2 3 0 0 3 0 9 3 6
"41427" 23 6 18 6 3 2 1 1 1 3 0 1 3 4 0 2 5 0 0 1
"4143" 21 2 27 4 1 6 4 2 5 4 2 2 0 5 3 24 20 9 6 0
"4144" 0 1 1 1 0 4 2 0 1 0 0 0 0 7 0 4 3 1 0 0
"41473" 1 5 3 1 4 1 0 0 1 3 3 1 0 3 0 1 0 0 1 0
"41481" 6 3 15 3 5 3 4 4 2 8 5 12 10 21 7 11 3 11 5 8
"41484" 21 5 23 7 5 4 9 7 10 3 7 5 4 11 1 3 5 5 5 6
"41485" 32 12 63 12 16 19 14 10 15 28 34 18 23 25 10 34 29 31 37 33
"41512" 4 0 1 0 1 1 0 0 1 2 0 0 2 1 0 1 4 5 3 0
"41528" 1 9 2 7 4 10 12 10 5 15 13 7 10 9 0 2 2 0 13 11
"41533" 1 1 0 3 2 0 4 3 1 3 1 1 2 4 0 0 0 0 2 0
"41535" 3 3 5 5 5 4 3 8 4 11 6 6 5 8 0 3 7 5 10 4
"41545" 20 6 21 4 4 16 8 13 14 27 23 14 16 4 2 38 37 51 51 20
"41547" 93 64 186 39 50 92 93 56 68 121 106 91 94 65 25 206 175 215 136 122
"41548" 11 12 14 10 11 21 24 13 12 32 19 20 27 18 2 1 1 2 28 21
"41549" 0 1 0 2 2 2 4 3 6 6 5 2 6 1 1 17 6 8 7 10
"41551" 3 0 1 2 1 4 1 2 6 5 5 3 4 2 1 2 3 0 8 4
"41552" 0 3 7 3 2 4 1 3 1 3 5 4 5 5 1 0 1 0 8 3
"41554" 81 25 122 10 9 24 18 16 15 15 20 28 23 17 3 88 80 94 35 22
"41555" 19 9 22 18 14 36 34 23 31 67 55 42 23 16 2 6 11 13 105 31
"41556" 55 20 114 21 19 47 42 26 27 55 55 41 27 13 5 140 87 154 109 63
"41557" 28 7 32 12 12 13 8 7 16 8 18 10 14 15 2 15 11 11 24 8
"41562" 5 1 14 2 0 1 2 0 1 1 2 2 0 0 0 1 2 1 1 1
"41585" 5 3 0 5 3 10 4 0 7 16 6 3 3 5 0 1 1 0 5 4
"4161" 1 0 11 4 8 4 5 2 6 4 3 6 4 6 0 0 0 0 8 9
"4163" 1 1 2 3 0 0 2 1 1 1 0 2 0 5 1 0 0 0 0 2
"4164" 0 0 0 1 4 4 0 1 2 0 2 2 2 4 2 4 2 0 2 2
"41649" 11 1 17 3 7 4 9 1 3 8 6 3 2 9 0 5 1 2 4 0
"41656" 6 4 4 1 2 5 4 3 0 7 3 3 2 0 0 0 3 2 0 3
"4170" 2 5 3 5 4 4 8 3 4 3 13 3 6 6 3 9 1 2 9 6
"41709" 4 4 2 0 2 1 4 3 2 5 3 3 0 3 0 0 0 0 4 0
"41714" 0 1 3 6 2 4 8 2 6 9 3 3 2 2 0 1 2 2 7 5
"41717" 6 3 7 4 9 10 13 7 6 10 17 9 16 9 5 17 11 17 21 14
"41718" 7 0 8 3 3 3 4 5 5 7 3 5 7 1 2 12 8 10 7 5
"41722" 1 5 0 12 6 3 6 2 1 5 8 2 1 2 0 0 0 0 7 3
"41738" 3 2 7 2 2 6 1 5 3 0 3 8 1 0 1 2 5 4 4 6
"41740" 2 0 1 0 0 0 1 1 0 1 1 0 1 0 3 1 0 0 1 5
"41752" 2 1 0 1 1 2 2 5 0 5 1 1 0 0 0 18 26 3 9 0
"41753" 2 0 18 1 2 4 7 1 3 1 0 6 4 0 1 19 18 10 16 3
"41754" 6 9 9 9 6 21 28 16 15 28 19 30 13 9 4 28 28 31 40 30
"41755" 0 3 7 1 1 0 1 2 4 2 0 4 4 4 0 0 1 2 4 3
"41757" 0 3 5 0 1 2 4 0 3 6 4 2 3 4 0 1 0 0 2 1
"41761" 18 20 22 3 5 8 9 11 7 17 18 6 10 16 5 11 7 14 12 6
"41762" 0 1 2 1 3 0 2 1 1 6 8 1 2 3 3 1 0 0 6 2
"41770" 2 2 2 3 0 3 4 3 5 6 4 3 3 0 0 17 6 6 8 7
"41789" 5 3 5 1 2 1 3 0 2 2 3 3 1 6 1 0 0 0 2 1
"41791" 3 3 2 2 1 2 0 0 0 2 0 4 2 4 0 4 1 4 8 3
"4182" 0 17 2 3 4 7 14 7 8 17 13 16 7 8 1 1 3 1 18 7
"4184" 1 1 3 2 2 2 5 3 1 3 4 0 3 3 1 1 1 1 0 2
"41866" 0 5 0 0 3 4 0 3 1 0 3 2 0 1 1 0 0 0 3 0
"41873" 0 6 0 5 1 2 1 1 4 2 4 0 1 1 1 0 0 0 4 3
"41883" 0 2 9 3 1 1 1 0 0 3 3 1 1 1 0 0 1 2 3 1
"41888" 2 1 2 4 4 5 5 4 0 4 4 2 3 4 1 1 10 3 6 5
"41894" 2 7 0 5 3 12 8 4 8 23 15 7 10 3 2 27 28 23 10 9
"41896" 2 1 0 2 1 7 7 5 3 4 2 8 7 4 3 6 7 8 10 8
"4190" 9 4 19 1 2 3 3 2 3 18 13 5 5 0 1 10 11 2 16 12
"41901" 1 2 5 1 6 0 1 2 4 4 6 5 7 7 1 3 1 1 4 2
"41908" 12 3 27 0 6 5 3 0 8 4 5 4 7 3 4 4 1 2 11 3
"4192" 0 1 2 0 3 4 1 1 1 0 2 4 2 0 0 0 1 2 2 0
"41922" 2 1 4 2 3 9 10 5 9 7 5 10 3 0 0 29 42 37 20 11
"41923" 19 3 14 2 0 2 4 1 7 4 7 4 1 4 0 14 6 24 9 4
"41952" 1 0 6 0 1 1 0 3 2 0 0 0 2 0 0 1 0 0 5 1
"41953" 6 3 13 2 2 6 2 2 2 4 6 6 1 0 0 7 0 14 6 7
"41962" 7 5 11 5 5 13 10 26 9 8 7 29 10 8 2 15 5 21 24 14
"41970" 8 0 7 0 1 0 0 0 0 2 0 1 0 1 0 0 0 1 0 1
"41986" 6 0 7 0 1 2 2 1 1 0 0 2 1 1 0 2 2 7 6 2
"42002" 0 2 2 1 3 3 2 1 1 0 5 3 4 5 0 0 2 0 2 2
"42009" 0 2 0 1 0 6 2 4 1 1 1 2 4 1 0 0 1 0 6 1
"42045" 14 6 13 3 0 2 3 0 2 7 4 2 3 3 0 4 3 3 5 3
"42062" 9 1 8 1 0 3 3 2 1 0 1 4 3 3 1 0 1 1 8 5
"42063" 3 4 2 7 0 6 6 3 8 9 4 5 7 5 0 2 2 1 6 2
"4207" 1 1 1 0 1 1 1 1 4 5 3 5 1 5 0 1 1 1 4 3
"42086" 0 0 1 0 1 3 1 4 1 5 1 5 1 3 0 3 0 0 4 0
"42098" 5 4 3 1 1 1 1 0 4 2 2 2 3 0 0 3 1 1 6 4
"42099" 0 0 0 2 0 0 5 1 0 1 1 0 0 6 0 0 0 0 0 0
"4210" 0 3 0 2 3 0 2 2 3 1 2 3 5 3 0 0 0 0 2 1
"42100" 1 8 1 5 10 8 3 4 5 13 10 8 11 5 2 0 0 0 14 9
"42109" 0 1 0 1 1 0 0 3 0 2 1 1 0 0 1 0 0 0 0 0
"4211" 2 8 10 5 7 6 16 10 9 7 9 8 7 5 1 1 0 0 14 3
"42115" 3 8 2 6 4 3 10 7 5 17 13 6 9 9 0 0 1 0 6 7
"42124" 0 0 0 0 2 2 1 4 1 4 4 0 2 5 0 0 0 0 2 2
"42125" 4 6 3 0 3 2 5 3 4 5 2 11 7 2 0 7 7 5 9 7
"42126" 5 12 2 7 8 24 27 14 16 10 24 32 24 10 6 7 8 4 48 22
"42135" 2 1 4 5 4 0 1 2 5 6 5 5 1 5 0 0 0 0 7 3
"42155" 1 2 2 4 2 5 1 2 4 3 2 1 0 3 2 1 1 1 13 1
"42191" 1 1 0 2 3 3 0 1 2 1 0 2 1 4 0 0 4 5 3 1
"42207" 4 1 13 1 1 0 1 0 2 0 0 2 0 0 1 0 0 0 1 0
"4221" 5 4 4 2 1 1 0 0 2 3 1 3 2 0 2 2 0 4 7 1
"42210" 0 2 0 7 10 5 10 5 9 8 21 10 7 7 0 0 0 0 5 5
"42215" 3 1 7 1 1 0 0 0 0 1 1 0 0 1 1 0 0 0 4 0
"42216" 2 0 1 1 0 8 6 1 1 5 6 5 2 2 0 1 1 0 5 1
"42217" 5 0 1 2 1 0 2 2 0 0 0 0 4 2 0 1 0 1 1 0
"42222" 0 1 0 0 2 5 2 2 1 10 6 7 5 0 0 0 0 0 6 3
"42225" 2 3 1 5 3 5 9 3 4 17 13 8 7 2 3 2 1 5 7 2
"42226" 4 10 8 7 6 10 11 9 16 18 18 9 18 23 5 4 6 4 23 9
"42228" 3 0 4 0 1 6 4 1 7 0 2 4 1 0 0 0 0 0 7 2
"42254" 1 4 0 2 1 2 1 4 1 3 2 4 3 0 0 0 0 0 5 4
"42264" 3 1 1 1 3 8 1 2 4 9 3 6 6 1 0 2 1 1 10 4
"42265" 24 9 25 6 3 6 8 6 8 3 1 10 5 4 0 15 10 7 19 9
"42286" 3 1 9 1 5 5 5 0 2 0 1 4 3 1 1 0 1 0 4 1
"42298" 0 2 2 2 1 1 0 3 1 1 2 0 0 1 0 5 3 4 2 0
"42305" 2 0 0 3 5 2 9 4 2 7 5 4 2 2 2 0 1 2 10 2
"42322" 3 5 1 1 2 4 5 0 7 0 1 2 1 5 0 1 3 1 9 1
"42324" 1 0 0 0 1 4 2 0 5 1 0 1 0 0 0 0 1 0 8 5
"42326" 7 0 2 3 6 7 2 2 11 3 6 8 3 3 1 0 1 0 15 6
"42334" 9 5 7 6 7 8 4 4 6 8 5 7 8 9 0 1 0 0 20 8
"42337" 5 4 1 4 7 2 4 5 9 8 4 6 7 7 1 10 8 10 14 6
"42343" 1 0 1 1 1 0 3 3 3 1 2 2 3 5 0 0 0 0 3 3
"42361" 2 8 8 0 1 3 1 6 2 3 3 4 1 8 0 0 0 2 5 2
"42367" 5 10 4 6 7 4 7 3 6 7 12 12 9 4 0 7 7 6 14 2
"42374" 0 7 1 5 6 3 1 2 3 4 2 2 8 10 0 1 0 0 1 5
"42375" 0 0 2 0 5 1 2 1 4 0 0 0 2 0 0 0 0 0 1 3
"42382" 0 0 1 1 1 2 3 4 1 1 1 3 3 1 1 0 0 0 7 1
"42383" 0 0 1 1 0 1 3 0 0 2 0 4 0 2 0 6 2 5 1 1
"42399" 0 1 1 0 1 0 0 1 1 0 0 1 0 3 0 4 5 2 2 0
"42425" 6 1 4 4 5 6 12 4 6 12 10 9 9 5 1 19 9 17 14 13
"42432" 1 0 1 4 1 5 2 1 1 4 2 9 4 0 1 3 0 4 7 3
"42437" 27 13 37 6 3 8 15 11 6 8 12 12 9 5 0 49 19 39 22 18
"42455" 0 1 1 4 2 2 1 0 1 4 5 0 2 0 0 2 4 2 1 1
"42459" 2 0 6 4 3 1 5 3 7 4 8 3 5 2 0 0 0 0 9 5
"42462" 0 0 1 0 0 2 2 1 4 3 1 2 0 0 1 3 2 1 7 2
"42463" 9 2 8 4 3 2 6 7 4 4 1 7 4 2 0 1 0 0 0 2
"42465" 1 0 0 1 5 1 3 0 3 5 6 2 3 3 0 0 0 0 2 0
"42470" 2 7 6 4 1 0 8 4 5 13 11 4 5 7 6 7 6 8 16 1
"42471" 11 19 30 17 16 29 29 25 27 44 47 33 27 24 10 107 63 61 38 23
"42478" 3 0 1 2 1 3 3 0 5 6 0 2 2 2 0 0 0 2 3 1
"42480" 3 0 3 0 0 0 2 2 1 5 1 3 1 5 5 5 1 8 1 0
"42483" 1 1 0 1 0 1 4 3 1 0 1 1 1 18 5 0 0 0 1 0
"42484" 2 0 1 0 0 1 0 0 2 0 5 1 2 4 1 0 0 0 3 3
"42494" 5 0 2 2 3 2 3 3 2 3 1 2 4 4 1 0 0 0 2 1
"42495" 1 1 0 4 5 2 4 10 7 7 7 8 4 17 0 1 0 0 11 5
"42496" 3 10 1 12 22 19 17 16 14 22 16 30 19 6 4 55 34 46 40 30
"42499" 4 1 1 2 3 1 0 1 4 3 2 0 2 3 2 0 3 4 2 0
"42500" 30 7 50 14 14 33 25 21 21 26 17 35 24 10 0 68 56 81 52 43
"42501" 3 4 0 1 3 0 0 0 0 1 1 2 1 0 0 0 0 0 0 0
"42502" 0 4 0 3 1 6 5 0 1 2 2 10 1 2 0 1 0 0 5 1
"42506" 2 6 9 14 8 40 21 15 17 25 18 49 22 21 1 66 51 58 90 40
"42507" 1 2 0 2 3 1 1 0 4 2 1 2 1 1 0 0 0 1 2 1
"42508" 7 9 11 9 7 4 11 8 12 27 20 11 11 5 2 1 4 1 31 8
"42509" 5 3 4 4 2 5 4 10 13 13 11 4 6 5 0 5 3 1 18 3
"42510" 0 1 0 6 2 2 1 1 0 7 4 1 0 0 0 0 2 1 0 0
"42556" 3 1 1 3 8 0 2 0 1 6 7 1 0 5 0 0 1 0 8 7
"42557" 6 0 4 0 0 0 2 1 1 5 1 2 1 0 0 5 5 0 2 0
"42566" 3 0 3 0 1 3 1 1 1 5 0 2 0 1 2 1 0 3 8 2
"42568" 0 1 3 0 0 4 2 0 5 2 4 1 1 3 0 0 1 0 5 2
"42597" 3 4 1 2 5 2 4 3 3 5 6 3 2 2 3 4 4 2 15 3
"42598" 8 2 3 0 0 5 3 0 7 2 2 2 0 2 0 11 3 12 5 3
"42599" 5 0 3 1 0 4 4 2 1 0 2 3 0 3 1 2 5 2 7 2
"4260" 2 4 0 4 5 0 1 2 3 6 6 2 0 4 1 1 0 0 5 3
"42615" 11 7 12 2 4 1 5 1 4 0 0 3 4 7 0 4 4 8 1 2
"4263" 0 4 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 2 0
"42663" 0 0 1 5 0 8 6 7 3 8 9 14 5 3 2 1 2 6 5 11
"42665" 1 3 2 11 8 10 6 3 9 18 7 6 6 2 0 0 2 0 20 5
"42692" 1 1 1 0 0 6 1 3 5 3 1 2 3 4 2 0 1 0 5 1
"427" 5 4 3 2 6 21 18 13 9 14 9 25 5 4 0 31 40 139 40 12
"42727" 4 2 6 1 3 2 0 0 2 3 1 2 0 3 0 4 0 2 3 1
"42728" 0 1 5 2 2 1 1 2 2 6 5 2 3 1 0 6 4 5 3 2
"4275" 6 0 8 0 3 0 1 1 1 2 4 4 2 3 0 6 8 2 5 3
"42759" 18 12 5 17 19 63 48 23 31 55 53 59 33 19 11 91 52 101 122 67
"42760" 3 1 6 7 6 2 4 2 2 8 4 6 3 8 3 0 0 1 6 4
"42761" 13 4 10 0 2 0 0 0 0 1 2 0 0 0 0 4 0 6 0 0
"42786" 3 2 3 1 0 1 0 1 0 3 2 0 2 3 0 1 0 6 4 5
"42804" 3 1 2 4 1 0 5 3 7 2 3 4 1 3 1 0 0 0 5 5
"42809" 1 0 0 0 1 1 0 0 2 0 0 3 0 0 1 3 1 4 5 0
"42819" 7 2 3 0 0 0 3 3 1 0 2 2 0 0 1 4 10 3 4 0
"42836" 4 3 6 11 14 13 9 5 17 23 20 14 15 7 2 9 11 9 29 23
"42837" 6 9 2 1 2 9 11 7 11 17 13 16 10 14 0 5 8 12 25 14
"42838" 13 1 18 9 13 4 8 5 14 10 15 18 8 9 2 4 4 1 15 9
"42847" 0 8 3 3 4 7 2 1 2 10 5 7 1 9 1 5 0 1 9 1
"4285" 24 3 32 6 5 6 2 3 1 10 3 1 2 3 2 4 2 3 1 2
"42850" 9 1 13 2 2 3 4 0 3 7 2 2 4 1 1 6 3 6 12 2
"42857" 0 0 1 3 1 1 1 1 1 1 1 3 0 1 0 3 2 4 1 2
"42861" 2 0 2 1 2 2 1 3 6 4 0 0 1 0 0 1 0 1 2 1
